doc_id,conf_journal,pub_year_val,researchers
10378,"sigmod record ,",1994.0,x qian
10379,"lecture notes in computer science ,",2004.0,"ts woodall , rl graham , rh castain , dj daniel , mw"
10380,submitted for,,"p gertler , ja rivera , s levy , j sepãºlveda"
10381,,,"j rajski , j tyszer , m kassab , n mukherjee , r"
10382,"pc magazine ,",,j clyman
10383,"new directions for higher education ,",2000.0,ce orlando
10384,microsoft,,ds platt
10385,"computer networks ,",1999.0,ep rathgeb
10386,"proc acm sigact sigmod sigart symp princ database syst ,",1999.0,l arge
10387,"sigmod conference ,",1994.0,"m missikoff , m toiati"
10388,"proc acm sigmod conf , may ,",,"h garcia-mohna , k salem"
10389,proceedings of the 23rd,,"ds bayard , m eslami"
10390,proceedings of the 1979 acm sigmod international conference,,y vassiliou
10391,"field demonstration of rhizosphere-enhanced treatment of & hellip ; ,",,cm reynolds
10392,"machine learning ,",2001.0,l breiman
10393,"proc . int . seaweed symp ,",,"v gerard , w north"
10394,"bt technology journal ,",2002.0,ke nolde
10395,,,"j conrad , cm niden"
10396,"genes to cells ,",1996.0,"sj de souza , m long , w gilbert"
10397,"computer networks ,",,"dl waring , kj kerpez , sg ungar"
10398,"thesis , technical university braunschweig ,",,f unger-weber
10399,,,"ja fisher , jr ellis , a nicolau"
10400,,,c elliott
10401,,,"x delorme , x gandibleux , f degoutin"
10402,"fed proc ,",1979.0,"s moncada , jr vane"
10403,"cochrane database syst rev ,",2001.0,"w rebecca , m richard"
10404,"experimental brain research ,",1992.0,"g pellegrino , l fadiga , l fogassi , v gallese , g"
10405,"bt technology journal ,",1996.0,"f scahill , je talintyre , sh johnson , ae bass , j"
10406,"piirma , i. ,",,"fk hansen , j ugelstad"
10407,"proc int soc citriculture ,",,"m agustã , v almela , m aznar , j pons , m el-otmani"
10408,"new directions for higher education ,",1992.0,dw farmer
10409,"proc . acm sigmod conf. ,",,"j bing , r cheng , ar hurson"
10410,,,"ys moon , ky whang , wk loh"
10411,"computerworld ,",,m trombly
10412,"see aggleton ,",,p larvie
10413,,,sk lee
10414,,,d linden
10415,"proceedings of the 23rd conference on decision and control , & hellip ; ,",,"ci byrnes , jc willems"
10416,"conference on radar meteorology , 22 nd , zurich , switzerland , & hellip ; ,",1984.0,"dp jorgensen , fd marks"
10417,"electronic letters ,",,"as lewis , g knowles"
10418,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0,d fogg
10419,,1988.0,"m grenon , m batisse"
10420,"j audiov media med ,",1978.0,v mcpheeters
10421,demonstration at the,,"hd kochs , j reichel , h husemann"
10422,at .,,"gi budker , va gaponov , bm korabelâ ?? nikovâ ? ¦"
10423,"proc . 28th acm/ieee dac , jun ,",,jsrdo pederson
10424,"& hellip ; journal of intelligent information processing systems ,",1998.0,"d parry , wk yeap , n pattison"
10425,"transplantation proceedings ,",1997.0,"a baquerizo , a mhoyan , h shirwan , j swensson , rw"
10426,"computerworld ,",,al morley
10427,ieee,,"g allen , t goodale , g lanfermann , e seidel , w"
10428,,1994.0,j viescas
10429,"greece : national technical university of athens ,",,"y theodoridis , t sellis"
10430,"san diego : academic ,",,g ben-dor
10431,"social studies and the young learner ,",1996.0,"p fritzer , v bristor"
10432,"cochrane database syst rev ,",2004.0,"e ekeland , f heian , kb hagen , j abbott , l nordheim"
10433,"phil . mag ,",,"jfw bishop , r hill"
10434,"zurich , switzerland , 22-26 aug. 1988 ,",1988.0,"fk kneubuhl , ts moss"
10435,,2002.0,"d bloom , j anderson , m wavelet , kn gardiner , me"
10436,"unpublished manuscript ,",,ea schegloff
10437,"cochrane database syst rev ,",2004.0,"mj yelland , ps del mc , ml schoene"
10438,,,a sheth
10439,"see ref ,",,jc barrett
10440,,,"m shapiro , k bhargavan , y chong , y hamadi"
10441,"acm sigchi bulletin ,",1988.0,"ka holtzblatt , s jones , m good"
10442,microsoft,,dj kruglinskiâ ? ¦
10443,"new directions for program evaluation ,",1980.0,rf conner
10444,proceedings of acm/ieee,,m takai
10445,"economic geography ,",1966.0,je vance jr
10446,"proc . int . ornithol . congr ,",,j dyck
10447,"proceedings of the 23rd annual international acm sigir & hellip ; ,",2000.0,"n stokes , p hatch , j carthy"
10448,,,"s englert , pj weinberger"
10449,,,mj grimble
10450,"acc . chem . res ,",2003.0,"k lee , h song , jt park"
10451,"the vldb journal the international journal on very large & hellip ; ,",2001.0,"a bonifati , s ceri , s paraboschi"
10452,,,m thompson
10453,"acm transactions on database systems ,",2005.0,"f geerts , b goethals , j van den bussche"
10454,"proc . spie ,",1989.0,"c zetzsche , g hauske"
10455,,,"a agarwal , f dartu , d blaauw"
10456,"journal of personality and social psychology ,",1991.0,"k bartholomew , lm horowitz"
10457,"transplantation proceedings ,",1997.0,"sc strom , ws rubinstein , ja barranger , rb towbin ,"
10458,,,"r srikant , r agrawal"
10459,"acc . chem . res ,",,j lewis
10460,"proc . 12th . acm . scg ,",,"p raghavan , s irani"
10461,"new directions for teaching and learning ,",1992.0,md sorcinelli
10462,"& hellip ; , 2001 . proceedings . 17th international conference on ,",2001.0,"a netz , s chaudhuri , u fayyad , j bernhardt"
10463,proceedings of acm,,mh tianjijiang
10464,"communications-acm ,",2001.0,"p netinant , t elrad , m fayad"
10465,"lecture notes in computer science ,",1997.0,pt kandzia
10466,"pc magazine ,",,t spangler
10467,"proceedings of the 23rd conference on association for & hellip ; ,",1985.0,"d flickinger , c pollard , t wasow"
10468,"proceedings of acm uist symposium ,",2004.0,"a khan , g fitzmaurice , d almeida , n burtnyk , g"
10469,"new directions for teaching and learning ,",1997.0,jc stalker
10470,,1990.0,c smith
10471,"journal of emergency medicine ,",1993.0,ta gennarelli
10472,"10th vldb conference , singapore ,",,n whyte
10473,,,jf cardosoâ ? ¦
10474,"proceedings of acm siggraph 2005 ,",2005.0,"e gobbetti , f marton"
10475,"proceedings of 2001 international conference on management & hellip ; ,",2001.0,"l chulin , l ping , w jianping"
10476,"journal of personality and social psychology ,",1973.0,"hp krisher iii , sa darley , jm darley"
10477,"new directions for higher education ,",1974.0,lw bender
10478,"bt technology journal ,",1997.0,aj frost
10479,,1998.0,y jiang
10480,"russia at ,",,v sunohara
10481,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0,"ghl fletcher , cm wyss"
10482,"journal of personality and social psychology ,",1994.0,"la kirkpatrick , ke davis"
10483,,,"g fe & au , n york , c ontario"
10484,"acm sigplan notices ,",1989.0,"wr rosenblatt , jc wileden , al wolf"
10485,"san diego , ca ,",,u lauther
10486,"& hellip ; conference on operations research , athens , greece , june ,",,wb dowsland
10487,"bt technology journal ,",1998.0,"dj lewis , on wheeler , mj warner , d newey , s"
10488,"sigmod record ,",1997.0,a silberschatz
10489,"new directions for teaching and learning ,",1994.0,s zerger
10490,,1991.0,"pn prasad , dj williams"
10491,"computer networks ,",2002.0,"f borgonovo , a capone , m cesana , l fratta"
10492,"j audiov media med ,",1978.0,ce garrick
10493,"see mussen ,",,"hl pick , ad pick"
10494,"social studies and the young learner ,",1995.0,"j braun , c kraft"
10495,"cochrane database syst rev ,",2002.0,"mj parker , hhg handoll , s bhonsle , wj gillespie"
10496,,2001.0,"n el-ehwany , h el-laithy"
10497,"acc . chem . res ,",,"s de feyter , a gesquiere"
10498,"lecture notes in computer science ,",1999.0,"t johansson , f joensson"
10499,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,"y zhu , k chen , q sun"
10500,"www9 / computer networks ,",2000.0,rr sarukkai
10501,"new directions for teaching and learning ,",1989.0,dl wright
10502,,,"jc lee , e milios"
10503,"proceedings of acm/ieee sc 2003 ( supercomputing ) ,",2003.0,"d lu , pa dinda"
10504,"acm transactions on database systems ,",1984.0,"wc chen , js vitter"
10505,"laseropto-stuttgart - ,",1999.0,"j ihlemann , p simon , g marowsky"
10506,"washington : tiger drs , seattle ,",,é '' ? æ?é ¸ #
10507,"acm sigmod record ,",2003.0,k aberer
10508,"project management journal ,",1999.0,d baccarini
10509,"pc magazine australia , june ,",,l erlauger
10510,"cochrane database syst rev ,",2003.0,"gj hofmeyr , am gulmezoglu"
10511,,,m van ballegooijen
10512,"proceedings of the international conference on information & hellip ; ,",1995.0,"l loh , n venkatraman"
10513,"computerworld ,",,r pastore
10514,"procs . of 3oth int . symp . on microarchitecture ,",,"j sfinchez , a gonzilez"
10515,"aip conference procs ,",,t ratiu
10516,,,wm sterling
10517,"see tuttle ,",,h stephan
10518,"proc . int . symp . inform . theory ,",,"u madhow , mi honig"
10519,"& hellip ; data analysis products division : seattle , washington ,",,ms inc
10520,"proc . 21st int . conf . phenomena in ionised gas ,",,"h oohashi , jw spencer , gr jones"
10521,"san diego ,",,"jar samson , dl ederer"
10522,submitted for,,"r van der hofstad , g hooghiemstra , p van mieghem"
10523,"information and software technology ,",1988.0,"h bidgoli , m attaran"
10524,,,"i gyongy , t martä ± nez"
10525,"proc . 6th acm international conference ,",,"i ide , r hamada , h tanaka , s sakai"
10526,,,"r grossi , js vitter"
10527,,1965.0,jc moore jr
10528,"unpublished manuscript ,",,"j moody , ps bearman"
10529,"computer networks ,",,"k lee , y ko , t nandagopal"
10530,"proceedings of the 31st international conference on very & hellip ; ,",2005.0,"c jermaine , a dobra , a pol , s joshi"
10531,"to appear ,",,wa seattle
10532,"proc . 29th leeds-lyon symposium on tribology , elseviers & hellip ; ,",,"mja holmes , hp evans , rw snidle"
10533,,2000.0,nl slack
10534,procs .,,"kp wershofen , v graefe"
10535,"acm transactions on database systems ,",1997.0,"c galindo-legaria , a rosenthal"
10536,,1989.0,"ea paul , fe clark"
10537,,,j de burgos
10538,"academy of management journal ,",2003.0,"je bono , ta judge"
10539,"proc . int . soc . citriculture ,",,"m cambra , a hermoso de mendoza , p moreno , l"
10540,"proc . int . orn . congr ,",,hg wallraff
10541,"ieee computer ,",,"h kopetz , g grunsteidl"
10542,,,"g graefe , l shapiro"
10543,"journal of emergency medicine ,",1992.0,"jl jones , vg ray , je gough , hg garrison"
10544,"proceedings vldb workshop on the semantic web and databases & hellip ; ,",,"y an , a borgida , j mylopoulos"
10545,"ieee transactions on knowledge and data engineering ,",,"f coene , p leng , s ahmed"
10546,,2001.0,m villalbaâ ? ¦
10547,"new directions for adult and continuing education ,",1993.0,r caffarella
10548,"computerworld ,",,b mcwilliams
10549,,,ec banfield
10550,proceedings of the 23rd international conference on coastal,,"vderm jw , hah petit"
10551,"proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0,"s chaudhuri , v narasayya , r ramamurthy"
10552,"computerworld ,",,j wexler
10553,,,o portland
10554,"journal of machine learning research ,",,"y guo , p bartlett , a smola , rc williamson"
10555,"bt technology journal ,",1996.0,m pawlewski
10556,acm trans database syst . ( to be,,b berild
10557,"acc . chem . res ,",,"nj two , p lechtken , ne shore , g schuster"
10558,"cochrane database syst rev ,",2005.0,"ao quartero , v meineche-schmidt , j muris , g rubin ,"
10559,"journal of emergency medicine ,",1994.0,"s press , sa russell , jc cantor , e jerez"
10560,"proceedings of the 20 thinternational conference on vldb ,",,"r hielsvold , r midtstraum"
10561,"new directions for program evaluation ,",1983.0,ca murray
10562,"& hellip ; of the international conference â ?? rural management and & hellip ; ,",,c la chapelle
10563,"acc . chem . res ,",,m terazima
10564,"vldb journal ,",,"tn raymond , s paul"
10565,"proc . 29th ieee annual syrup . foundations of computer & hellip ; ,",,"j canny , jh reif"
10566,"tech . report , u. michigan . june 2003 . in",,hv jagadishâ ? ¦
10567,"cochrane database syst rev ,",2000.0,"e hughes , j collins , p vandekerckhove"
10568,,,"r nassif , d mitchusson"
10569,,,"h fan , p haxell , j liu"
10570,"electronic markets ,",1999.0,p konana
10571,"vldb ,",1977.0,a makinouchi
10572,"vldb ,",1979.0,ye lien
10573,"metal speciation and bioavailability in aquatic systems ,",1995.0,pgc campbell
10574,,2000.0,"mm breuing , hp kriegel"
10575,"geography ,",,h matthews
10576,"phil mag ,",1970.0,"es machlin , s petralia , a desalvo , r rosa , f"
10577,,,"a corsaro , rk cytron"
10578,"proc . of the acm sigmod int &#39; l conf . on management of data ,",,"b nicolas , k nick , s divesh"
10579,"fed . proc ,",1969.0,s ito
10580,"new directions for teaching and learning ,",2001.0,"rm marra , rn pangborn"
10581,"proc int plant prop soc ,",,"b mccown , r amos"
10582,,1997.0,h zuse
10583,"geography ,",,d keeble
10584,"the journal of human resources ,",1998.0,f vella
10585,"unpublished manuscript ,",,"k carlberg , j crowcroft"
10586,"acm transactions on database systems ,",1999.0,"s chaudhuri , k shim"
10587,"phil . mag ,",,"a aspinall , ja clegg , gs hawkins"
10588,"proc . acm sigmod ,",2005.0,"s melnik , pa bernstein , a halevy , e rahm"
10589,"vldb ,",1981.0,h sakai
10590,procs . international simulation technology conference and,,"w farr , o smith"
10591,"geography ,",1995.0,r cryer
10592,,,"k bruce , g longo"
10593,"bird migration : physiology and ecophysiology ,",1990.0,"t alerstam , a lindstrã ¶ m"
10594,"proceedings of the 23rd annual symposium on the foundations & hellip ; ,",,"pm hochschild , ew mayr , ar siegel"
10595,,,sj vaughan-nichols
10596,"proceedings of the 3rd acm sigact-sigmod symposium on & hellip ; ,",1984.0,sj hegner
10597,,,"l shklar , a sheth , v kashyap , k shah"
10598,"new york ,",,"b kurtã © n , e anderson"
10599,"journal of emergency medicine ,",1993.0,"cp harker , ts neuman , lk olson , i jacoby"
10600,"proc . 1 lth intl. conf . vldb , stockholm , sweden ,",,"s heiler , a rosenthal"
10601,"new directions for higher education ,",1993.0,ab chaet
10602,proc . of the 1996 sigmod conference on management of,,", ks candan , y papakonstantinou , vs subrahmanian"
10603,"proceedings of acmsigmod conference , dallas , tx , may ,",,"o torbjornsen , s bratsberg"
10604,"san diego law review ,",1999.0,ag mcfarlane
10605,"acm sigplan notices ,",1978.0,o ferstl
10606,"proc . of the 26th intâ ?? l conference on very large data & hellip ; ,",,"p indyk , n koudas , s muthukrishnan"
10607,"ieee computer ,",,"m flickner , h sawhney , w niblack , j ashley , q"
10608,"proc . int . hytime conference . vancouver ,",,m biezunski
10609,"bt technology journal ,",2002.0,nw macfadyen
10610,"san diego ,",,t bloomsteinâ ? ¦
10611,"sigmod record ,",1998.0,acms anthology
10612,"proc . int . soc . sugarcane . technol ,",,"adâ ?? hont , jc glaszmann"
10613,"proceedings of the 23rd annual embs international conference & hellip ; ,",,"c juan , c tejero , cr janet"
10614,"urban geography ,",1998.0,"dws wong , wk chong"
10615,"vldb ,",2001.0,"v crescenzi , g mecca , p merialdoâ ? ¦"
10616,"procs of scanning ,",,"l dekker , bf buxton , i douros , t vassilev"
10617,"acm transactions on database systems ,",1995.0,"p fraternali , l tanca"
10618,,,"g alonso , a el abbadi"
10619,"journal of emergency medicine ,",1996.0,"jc olsen , b salomon"
10620,"journal of emergency medicine ,",1997.0,p kolecki
10621,"computer networks ,",2003.0,"m brunner , a gonzalez , p martinez"
10622,"computerworld ,",,f hayes
10623,"geography ,",,we marsden
10624,,1993.0,jh friedman
10625,,,"m dolfin , m francaviglia , p rogolino"
10626,"journal of emergency medicine ,",1988.0,"dj o'brien , df danzl , mb sowers , ea hooker"
10627,"md ,",,"m ahearn , h bahn , p barry , s cordes , t hewitt , g"
10628,,,hs sullivan
10629,"acm sigmod record ,",,v kumar
10630,"acm sigois bulletin ,",1992.0,"p loucopoulos , e katsouli"
10631,acm transactions on database,,es sciore
10632,,1995.0,"l gravano , h garcia-molina"
10633,"san diego ,",,"jd schmahmann , j doyon , aw toga , m petrides , ac"
10634,"journal of personality and social psychology ,",,"jl freedman , ja cunningham , k krismer"
