item_id,paper_name,author_team,series_name,doc_year
24189,stability of fluid motion : rectilinear motion of viscous fluid between two parallel planes,l kelvin,"phil . mag ,",
24190,andw . k. shih . ( 1988 ) . â ?? fastalgorithmforoptimallayerassignment.â ??,"ys kuo , tc chern",proc . ofieee/acm design automation,
24191,the activation approach in dutch and belgian social policies,"r van berkel , j de schampheleire","journal of european area studies ,",2001.0
24192,a studey of three alternative workstation-server architectures for object-oriented databases,"d dewitt , p futtersak , d maier , f velez","proc . vldb conf ,",
24193,quel as a data type,"m stonebraker , e anderson , e hanson , b rubenstein","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
24194,a scalable parallel classier for data mining,"j shafer , r agrawal , m mehta","proc . 22nd international conference on vldb , mumbai , india . (",
24195,cell death with predominant apoptotic features in saccharomyces cerevisiae mediated by deletion of,"m yamaki , t umehara , t chimura , m horikoshi","genes to cells ,",2001.0
24196,the role of metallothionein in cadmium-induced bone resorption,"mh bhattacharrya , ca blum , ak wilson","see ref ,",
24197,ansi/x3/sparc study group on data base management systems 75-02-08,i report,"fdt-bulletin of acm sigmod ,",
24198,on unipolar induction : another experiment and its significance as evidence for the existence of the,eh kennard,"phil . mag ,",
24199,energy transfer and excimer formation in rare gas solids,wf scott,"ph. d. thesis california univ. , santa barbara. ,",1984.0
24200,cycloidal propulsion in air .,fk kirsten,,1935.0
24201,a word grammar of turkish with morphophonemic rules,sm oztaner,,1996.0
24202,decision support mechanisms as a back end to urban design,"j stefanou , j stefanou","athens , greece : ntua publications ,",
24203,damping ratio of linear uncertain discrete-time systems,cb soh,,
24204,temporal query processing and optimization in multiprocessor database machines,", rr muntz",,
24205,worklist management strategies,"a kanamori , d weise",,
24206,supply chain inventory management and the value of shared information,"gp cachon , m fisher","management science ,",2000.0
24207,an experimental and theoretical study of high repetition rate q-switched nd : yag lasers,"rb chesler , ma karr , je geusic","proc . ieee ,",
24208,"egos , infighting , and politics : standards process bogged down",s kolodziej,,
24209,sigmod 2003 demo proposal : relational on-line exchange with xml,"p bohannon , xl dong , s ganguly , hf korth , c li ,",,
24210,event-driven architecture poised for wide adoption,c sliwa,"computerworld ,",
24211,user-oriented smart-cache for the web : what you seek is what you get ! - group of 4 & raquo ;,"z lacroix , a sahuguet , r chandrasekar","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0
24212,politics of strategic decision making in high-velocity environments : toward a midrange theory,"km eisenhardt , ljb iii","the academy of management journal ,",1988.0
24213,electrical activity of a simple ganglion,"jh welsh , dm maynard","fed proc ,",
24214,efficient indexing methods for probabilistic threshold queries over uncertain data,"r cheng , y xia , s prabhakar , r shah , js vitter","proceedings of the international conference on very large & hellip ; ,",2004.0
24215,peridot : creating user interfaces by demonstration,ba myers,,
24216,van jacobson . on estimating end-to-end network path properties,m allman,proceedings of acm,
24217,social differentiation in leisure activity choices : an unfinished experiment,s ferge,"see szalai ,",
24218,sea breeze effects on large-scale atmospheric flow,h savijarvi,"contributions to atmospheric physics ,",1995.0
24219,the university in service to state and local government .,jt kenny,"new directions for higher education ,",1988.0
24220,interaction of drugs with microtubule proteins,"l wilson , jr bamburg , sb mizel , lm grisham , km","fed proc ,",1974.0
24221,prequential probability theory,vg vovk,"unpublished manuscript ,",
24222,authoritarianism and attitudes toward high achievers,nt feather,"journal of personality and social psychology ,",1993.0
24223,compiled-directed data prefetching in multiprocessors with memory hierarchy,"eh gornish , ed granston , av veidenbaum","procs . of 17th isca ,",
24224,a survey and taxonomy of location systems for ubiquitous computing,"j hightower , g borriello",,
24225,"a design collaboration between children , technologists , and educators","a druin , j stewart , d proft , b bederson , j hollan",proceedings of acm,
24226,improving the query performance of high-dimensional index structures by bulk-load operations,"s berchtold , c boehm , hp kriegel","lecture notes in computer science ,",1998.0
24227,computing joins of relations .,l gotleib,"proc . acm-sigmod conf . manage . of data , san jose , calif. , & hellip ; ,",
24228,use of kodak ektapro high-speed digital cameras in laryngoscopy,"g burnett , r leonard","phonoscope-san diego - ,",1999.0
24229,"yu . i. matyunin , and tv smelova , â ?? induction melting in a cold crucible for mobilizing plutonium -",vv kushnikov,at .,
24230,contingent influence diagrams,"rm fung , rd shachter","unpublished manuscript ,",
24231,direct spatial search on pictorial databases using packed r-trees,nrd leifker,proceedings of the acm sigmod,
24232,"a software system for locating mobile users : design , evaluation , and lessons , 2000","p bahl , vn padmanabhan , a balachandran",revised version of microsoft research technical report msr -,
24233,an improved technique for electrolytic colouration of alkali halide crystals ( abstract only ),"p raerinne , p ketolainen","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
24234,zusammenfassende darstebbung zum verstã $ ndnis des gleichnisses,dg vom verlorenen sohnâ ?? eine,,
24235,network operating systems : playing the odds,g gunnerson,"pc magazine-american edition - ,",1993.0
24236,mutual disambiguation of recognition errors in a multimodal architecture,sl oviatt,,
24237,virtual cut-through : a new computer communication switching technique,"k parviz , l kienrock","computer networks ,",
24238,xywrite 4.0 : essential upgrade for loyalists,e mendelson,"pc magazine ,",1993.0
24239,"epr of carbonate derived radicals : applications in dosimetry , dating and detection of irradiated","f callens , g vanhaelewyn , p matthys , e boesman","applied magnetic resonance ,",1998.0
24240,assembly with robots in presence of uncertainty,"r suarez , l basanez","proc . int . symp . industrial robots ,",
24241,the functional data model and the data language daplex ',d shipman shipman,"acm transactions on database systems ,",
24242,making deductive databases a practical technology : a step forward,portal.acm.org,,
24243,report on the dagstuhl seminar â ?? data quality on the webâ ??,"m gertz , g saake , k sattler","sigmod record ,",2004.0
24244,pseudo-distributive laws and axiomatics for variable binding,"j power , m tanaka","submitted for publication. ,",
24245,ssris versus other antidepressants for depressive disorder,"jr geddes , n freemantle , j mason , mp eccles , j","cochrane database syst rev ,",2000.0
24246,aircraft instrumentation part ii,fj abbink,"technical university of delft , november ,",
24247,a multi-disciplinary approach towards new mobile multimedia systems,"r prasad , fc schoute , r lagendijk , l ten horn , a",submitted for,
24248,hydrogen energy futures : scenario planning by the us doe hydrogen technical advisory panel,j ohi,"& hellip ; world hydrogen energy conference , montreal , canada , june ,",
24249,pegasus architecture and design principles,mc shan,"proceedings of the 1993 acm sigmod international conference & hellip ; ,",1993.0
24250,an agent-based middleware - a solution for terminal and user mobility,"s lipperts , asb park","computer networks ,",1999.0
24251,de novo malignancy following liver transplantation : a single-center study,"m levy , l backman , b husberg , r goldstein","transplantation proceedings ,",1993.0
24252,the challenges in building a carrier-scale ip network,pj willis,"bt technology journal ,",2000.0
24253,downsizing in a learning organization : are there hidden costs ?,"sr fisher , ma white","academy of management review ,",2000.0
24254,direct transitive closure algorithms : design and performance evaluation,"r agrawal , s dar , hv jagadish","acm transactions on database systems ,",1990.0
24255,an effective test generation system for sequential circuits,r marlett,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
24256,stat : a state transition analysis tool for intrusion deflection,p pfleeger,"& hellip ; thesis , university of california , santa barbara , california ,",
24257,enhancing the group decision making process : an intelligent systems architecture,"r agarwal , k prasad",,
24258,an integrated approach to communications switching,dj mcauliffe,"proc . int &#39; l comm . conf ,",
24259,an efficient submesh allocation strategy for mesh computer systems,"pj chuang , nf tzeng",,
24260,the determination of dislocation densities in thin films,rk ham,"phil . mag ,",
24261,mind your vocabulary : query mapping across heterogeneous information sources ( extended version ),cck chang,,
24262,discriminative sum types locate the source of type errors,"m neubauer , p thiemann",,
24263,beyond the shoe box : foundations for flexibly organizing photographs on a computer,"kd grant , a graham , t nguyen , a paepcke , t","submitted for publication ,",2003.0
24264,encouraging your students to give feedback,md svinicki,"new directions for teaching and learning ,",2001.0
24265,stack-based algorithms for pattern matching on dags,"l chen , a gupta , me kurul",,
