publication_id,journal_name,paper_authors,work_title
35013,"proc . int . conf . on very large data bases , west","c beeri , pa bernstein , n goodman","a sophisticateâ ?? s introduction to database 314 - av aho , c. beeri , and jd ullman normalization"
35014,"phil . mag ,",l rayleigh,on the pressure developed in a liquid during the collapse of a spherical cavity
35015,"awakening to literacy ,",e jacob,learning literacy through play : puerto rican kindergarten children
35016,,b sturmfels,algorithms in invariant theory
35017,"athens , greece : conference abstract from 41st easd annual & hellip ; ,","d deiss , j riveline , t battelinoâ ? ¦",guardian rt continuous glucose monitoring system with real time glucose values and alarms functions :
35018,"& hellip ; applications in the automotive industry , proceedings , 25 th & hellip ; ,","dm roessler , wc jenuwine , jn koons , jj speranza",laser material processing in general motors corporation
35019,"acm transactions on database systems ,",a thomasian,two-phase locking and its thrashing behavior
35020,,s springel,"the virtual theatre , immersive participatory drama research at the centre for communications systems"
35021,proc . acm sigmod conf . on management of,"f cacace , s ceri , s crespi-reghizzi , l tanca , r",integrating object-oriented modelling with a rule-based programming paradigm
35022,"new directions for higher education ,",p pinder,obligation of the disabled student : reasonable self-help .
35023,"proceedings of the 1979 sigmod conference , boston , ma , may ,",p selmgerâ ? ¦,access path selection ma rela-uwd database management system
35024,"computer networks ,","n bartolini , e casalicchio",a performance analysis of context transfer protocols for qos enabled internet services
35025,,j collings,de schildertechnieken van deze eeuw
35026,"journal of personality and social psychology ,",m snyder,self-monitoring of expressive behavior
35027,"zurich , switzerland : swiss federal institute of technology & hellip ; ,",s kozerke,assessment of heart valve function by motion adapted magnetic resonance imaging [ dissertation ]
35028,,"ssw liao , ph wang , h wang",post-pass binary adaptation for software-based speculative precomputation
35029,"b to b ,",e booker,"e-hubs opening doors to opportunity , competition"
35030,phil .,"a deschamps , a bigot , p auger","breâ $ chet , y. , and livet , f. , 2001"
35031,"electronic design ,",s franco,use transconductance amplifier to make programmable active filters
35032,"proceedings of the 12th annual acm international conference & hellip ; ,","x wei , l yin , z zhu , q ji",avatar-mediated face tracking and lip reading for human computer interaction
35033,"submitted for publication ,",d buhagiar,the category map
35034,,m grabner,refractive index measurement at tv tower prague
35035,,"x shang , k sattler , i geist",sql based frequent pattern mining without candidate generation
35036,"vldb ,",a walker,on retrieval from a small version of a large data base
35037,"proc . 29th acmieee design automation conf. , june ,","v raghavan , je bracken , ra rohrer","awespice : ageneraltoolfortheaccurate andefcient simulationof interconnect problems , ''"
35038,"proceedings of the 13th annual acm international conference & hellip ; ,","m capra , m radenkovic , s benford , l oppermann , a",the multimedia challenges raised by pervasive games
35039,"history of programming languages ,",te kurtz,basic
35040,"tech . report rj-1218 , ibm , may","sp ghosh , vy lum",an analysis of collisions when hashing by divmlon
35041,"the academy of management review ,",dm rousseau,assessment of technology in organizations : closed versus open systems approaches
35042,"acm trans . database syst . 4 , 4 ( 1979 ) ,","av aho , y saiv , u nd",jd efficient optimization of a class of relational expressions
35043,"journal of personality and social psychology ,","al beaman , b klentz , e diener , s svanum",self-awareness and transgression in children : two field studies
35044,,rc bryant,greece 's economic performance and prospects
35045,"proc . 1994 int . conf . very large data bases , pages144 { 155 ,","r ng , j han",efficient and effective clustering methods or spatial data mining
35046,"& hellip ; journal of intelligent information processing systems ,","x luo , c zhang",ilsncc : a prospector-like uncertain reasoning model
35047,"proceedings of the 20th international conference on very & hellip ; ,","s chakravarthy , v krishnaprasad , e anwar","ands . kim . compositeeventsforactivedatabases : semantics , contexs and detection"
35048,,"r dave , l hernquist , n katz , dh weinberg",apj
35049,"proceedings of the 1977 acm sigmod international conference & hellip ; ,","pg sorenson , ja wald",picasso : an aid to an end-user facility
35050,"cochrane database syst rev ,","hh handoll , r madhok",conservative interventions for treating distal radial fractures in adults
35051,,"a gurtov , j korhonen",measurement and analysis of tcp-friendly rate control for vertical handovers
35052,"phil . mag ,",j lothe,dislocation bends in anisotropic media
35053,"proceedings of the i 996 aciu sigmod conference ,",rc agarwrd,a super scalar sort algorithm for risc processors
35054,"vldb ,","th merrett , y kambayashi , h yasuura",scheduling of page-fetches in join operations
35055,,ph winston,the psychology of computer vision
35056,"international conference on very large databases ,","h kim , hf korth , a silberschatz",ski : a semantic knowledgeable interface
35057,"new york ,","n dunford , jt schwartz","linear operators , part i , interscience"
35058,acm transactions on database,n spyratos,ã cents â ? ¬ å?the partition model : a deductive database model
35059,"unpublished manuscript ,",lr derogatis,the psychopathology rating scale : a brief description
35060,"the vldb journal ,","b medjahed , b benatalla , a bouguettaya , ahh ngu ,",b 2 b interactions : issues and enabling technologies
35061,"management science ,",wf sharpe,a simplified model for portfolio analysis
35062,"new directions for adult and continuing education ,",ne chalofsky,professionalization comes from theory and research : the '' why '' instead of the '' how to . '' .
35063,,"b kienhuis , e rijpkema , e deprettere",compaan : deriving process networks from matlab for embedded signal processing architectures
35064,"phil . mag ,",w stone,some phenomena of the contact of solids
35065,,o egecioglu,a bijection for the convolution of central binomial coefficients
35066,,s hiller,"inside microsoft visual basic , scripting edition . redmond , wa"
35067,"acm sigchi bulletin ,",j shore,the sachertorte algorithm and other antidotes to computer anxiety
35068,,"p blache , ml guã © not",flexible corpus annotation with property grammars
35069,phys .,a harris,b 1974 j. phys . c : solid st
35070,,"av batrakov , bj juettner , sa popov , di",time resolved resonant laser diagnostics of the low-current vacuum arc cathode spot
35071,"bt technology journal ,","t selker , j goler",the save systemâ ?? secure architecture for voting electronically
35072,san,p applications,singular publishing group
35073,"gan to kagaku ryoho ,","t taguchi , k furuse , m fukuoka , t shimoyama , k",ly188011 phase i study . research group of gemcitabine ( ly188011 )
35074,,w patterson,"transforming electricity earthscan , london ( 1999 )"
35075,"ieee , proceedings ,","n uchida , n niizeki",acoustooptic deflection materials and techniques ( acoustooptic materials evaluation based on figures
35076,"at . spec ,","r roehl , mm alforque",comparison of the determination of hexavalent chromium by ion chromatography coupled with icp-ms or
35077,"lecture notes in computer science ,",j jurjens,umlsec : extending uml for secure systems development
35078,"journal of emergency medicine ,",ww everett,skatepark injuries and the influence of skatepark design : a one year consecutive case series
35079,"proc . 21st ieee intâ ?? l symp . fault-tolerant computing ,","p thevenod-fosse , h waeselynck , y crouzet",an experimental study on softawre structural testing : deterministic testing versus random input
35080,,h pohlheim,"evolutionary algorithms : principles , methods and algorithms"
35081,"electronic publishing ,",c dugdale,information spoon-feeding in an electronic environment
35082,"sigmod record ,",t palpanas,knowledge discovery in data warehouses
35083,proc . 29th intâ ?? l symposium on multiple-valued,"a gnom , i stojmenovic , j zunic",on the number of multilinear partitions and the computing capacity of multiple-valued multithreshold
35084,"& hellip ; on radar meteorology , zurich , switzerland , amer . meteor .",md powell,"and pg black , 1984 : airborne doppler radar observations of the boundary layer of hurricane debby ("
35085,"proc . 21st int . conf . on elec. contacts , zurich , switzerland & hellip ; ,","l doublet , n benjemaa , jba mitchell , d jeannot",erosion and material transfer under 42 vdc
