pub_id,publication_venue,pub_year,subject_title,written_by
12557,,,innovatory activity in spanish firms : regular versus occasional patterns,"j molero , m buesa"
12558,of massachusetts technical report,,efficiellt concurrency control for broadcast environmqmts univ,j shanmugasundaramâ ? ¦
12559,,2001.0,belief optimization for binary networks : a stable alternative to loopy belief propagation . accepted,"m welling , yw teh"
12560,"information and software technology ,",1988.0,artificial intelligence and software engineering : a survey of possibilities .,d partridge
12561,"bt technology journal ,",1998.0,recent bt patents,pc smythe
12562,"phil . mag ,",,the cohesive force between solid surfaces and the surface energy of solids,rs bradley
12563,,1994.0,the value of a ged in a choice-based experimental sample,"g cave , j bos"
12564,"new directions for teaching and learning ,",1997.0,"negotiating the margins : some principles for responding to our students ' writing , some strategies",e hodges
12565,,,development of physics text corpora for latent semantic analysis,"dr franceschetti , a karnavat , j marineau , gl"
12566,"new directions for higher education ,",1987.0,intentional student development and retention .,mmg stodt
12567,"proc. , 28th awra annual conf . and symposium on managing & hellip ; ,",,â ?? using nexrad precipitation data as input to hydrologic models .,"ad nicks , fr scheibe"
12568,"minneapolis , mn , may ,",,shoring up persistent applications proc . of the 1994 acm sigmod conference,"m carey , d dewitt , j naughton , m solomonâ ? ¦"
12569,"biofactors i ,",1988.0,"the nutrient factor queuine : biosynthesis , occurrence in transfer rna and function .",h kersten
12570,"sigmod record ,",2001.0,sql multimedia and application packages ( sql/mm ),j melton
12571,proc . acm sigmod int . conf . on management of,,1990 . the r - tree : an efficient and robust access method for points and rectangles,"n beckmann , hp kriegel , r schneider , b seeger"
12572,,2001.0,electronic commerce and web technologies,"k bauknecht , sk madria , g pernul"
12573,,1979.0,positrons in solids,p hautojarvi
12574,"proc . acm sigcomm ,",,data networks as cascades : explaining the multifractal nature of internet wan trac,"a feldmann , a gilbert , w willinger"
12575,,,"dutton , dean emeritus of the penn state university college of earth and mineral sciences",t estimate was rendered by john
12576,"computer networks ,",2002.0,mobility-based predictive call admission control and bandwidth reservation in wireless cellular,"f yu , vcm leung"
12577,"physical geography ,",,"pre-and post-colonial sediment sources and storage in the lower neuse basin , north carolina",jd phillips
12578,"new directions for adult and continuing education ,",1991.0,responding to success and failure .,h mills
12579,"acm transactions on database systems ,",2004.0,querying web metadata : native score management and text support in databases,"is altingovde , a al-hamdani , z meralozsoyoglu"
12580,,,mental health services administration . ( 2001 ) . summary of findings from the 2000 national household,s abuse
12581,"vldb ,",1978.0,eufid : the end user friendly interface to data management systems,"i kameny , j weiner , m crilley , j burger , r gates ,"
12582,"conference on management of data ,",,"efficient processing of spatial joins using r-trees , acm sigmod intl","t brinkhoff , hp kriegel , b seeger"
12583,"10th logic programming workshop , zurich , switzerland , & hellip ; ,",,incremental generation of parser for knowledge manipulation in prolog,"i foucherot , i blot , f jacquenet"
12584,,,proposed variations to the territory plan,fb club
12585,"submitted for publication ,",,gene functional analysis from heterogeneous data,"p pavlidis , j weston , j cai , wn grundy"
12586,"deixis consultants , seattle , washington . ii ,",,a mollusk survey of klamath and sycan marshes and vicinity,"tj frest , ej johannes"
12587,,1999.0,high-performance frontends for trace processors,qa jacobson
12588,"electronic letters ,",1988.0,experimental optical fibre digital pulse-position modulation system,"nm calvert , mjn sibley , rt unwin"
12589,"submitted for publication ,",,genetic algorithm + simulated annealing = genocop ii : a tool for nonlinear programming,"z michalewicz , n attia"
12590,"the academy of management review ,",1994.0,human resource systems and sustained competitive advantage : a competency-based perspective,"aa lado , mc wilson"
12591,"proc . envirotech international conference , bombay , india ,",,an approach to maximum credible accident analysis of cluster of industries,"kv raghvan , mm mallikarjunan"
12592,,1990.0,kerberos authentication and workstation services and kerberos authentication at project athena .,"d davis , r swick"
12593,,,an overview of evolutionary algorithms : practical issues and common pitfalls,ld whitley
12594,"bt technology journal ,",1993.0,quantum cryptography and secure optical communications .,"sj phoenix , pd townsend"
12595,,2000.0,designing secure web-based applications for microsoft windows 2000,"m howard , m levy , r waymire"
12596,"proceedings of the international conference on very large & hellip ; ,",2004.0,lifting the burden of history from adaptive query processing,"a deshpande , jm hellerstein"
12597,"acm sigplan notices ,",1982.0,classes : an abstract data type facility for the c language,b stroustrup
12598,"proc . of acm sigmod int . conf . on management of data ,",,at al. : r * - tree : an efficent and robust access method for points and rectangles,b norbertâ ? ¦
12599,"proc . spie ,",2000.0,microfabrication by femtosecond laser irradiation,"h misawa , hb sun , s juodkazis , m watanabe , s"
12600,,1971.0,investigations on silviculture and productivity of the virgin forest scatlã © / brigels .,fw hillgarter
12601,,1977.0,dominance relationships of tree associated herbs in some california grasslands,vt parker
12602,"theories of group behavior ,",1987.0,transactive memory : a contemporary analysis of the group mind,dm wegner
12603,,,a case for fractured mirrors,"rrdj dewitt , q su"
12604,"proceedings : biological sciences ,",1994.0,"swallow tail streamer is a mechanical device for self deflection of tail leading edge , enhancing",ra norberg
12605,no . i,,zavodskaya laboratoriya,"ap gulyaev , vn nikitin"
12606,"contributions to nephrology ,",1998.0,the impact of residual renal function on the adequacy of peritoneal dialysis,nh lameire
12607,"ieee computer ,",,the input and output of chinese and japanese characters,jk huang
12608,"genes to cells ,",2000.0,the paternal methylation imprint of the mouse h19 locus is acquired in the gonocyte stage during,"t ueda , k abe , a miura , m yuzuriha , m zubair , m"
12609,,,contracts for higher-order functions,"rb findler , m felleisen"
12610,"proceedings of the acm sigmod conference on management of & hellip ; ,",,improved query performance with variant indexes [ a ] . acm,"po ` neil , d quass"
12611,"scientific standards of psychological practice : issues and & hellip ; ,",,standards of practice,rm dawes
12612,"proceedings of the 1st acm sigact-sigmod symposium on & hellip ; ,",1982.0,non-reversible privacy transformations,"sp reiss , mj post , t dalenius"
12613,proc . of acm siggraph,,"3d tv : a scalable system for real-time acquisition , transmission , and autostereoscopic display of","w matusik , h pfister"
12614,"lancet i ,",1989.0,molecular genetics of amyloid neuropathy in europe,"ij holt , ae harding , l middleton , g chrysostomou ,"
12615,,,extending the uml for modelling variability for system families,"s robak , b franczyk , k politowicz"
12616,,1991.0,"physical pharmacy , 3 rded . ( indian ed . )","a martin , j swarbrick , a cammerata"
12617,"proc . spie ,",1991.0,maximum-likelihood blind equalization,"m ghosh , cl weber"
12618,"journal of emergency medicine ,",1991.0,detection of anticardiolipin antibody in patients with cocaine abuse .,"ga fritsma , jb leikin , aj maturen , cj froelich , do"
12619,look,,"diabetic neuropathic foot ulcers-the association of wound size , wound duration and wound grade on","dj margolis , l allen-taylor , o hoffstand , ja"
12620,"unpublished manuscript ,",2003.0,a model of geographical and industrial diversification,sb ramos
12621,at .,,nuclear power plant with bn-600 reactor,"ai leipunskii , ii afrikantov , is golovninâ ? ¦"
12622,"moscow aviation technical university ,",,remote api to the bow expert systems shell,"ve zaitsev , sy lukashevich , dv soshnikov , kr"
12623,"economic geography ,",,the concept of the firm in economic geography,"m taylor , b asheim"
12624,"information and software technology ,",,object-oriented modelling of hyperstructure : overcoming the static link deficiency,"h maurer , n scherbakov , k andrews , p srinivasan"
12625,vldb,,"knowledge discov-ery in databases : an attribute oriented approach , proc","j han , y cat , n cercone"
12626,"technical report msrtr-2001-50 , microsoft research ,",,vulcan : binary translation in a distributed environment,"ash edwards , h vo"
12627,,,the context interchange mediator prototype,s bressan
12628,proc . of acm,,fine-grained sharing in a page server dbms,"m carey , m franklin , m zaharioudakis"
12629,"pc magazine ,",1993.0,top off codeview debugging with cv/iceing,r knoblaugh
12630,"conference on radar meteorology , 22 nd , zurich , switzerland ,",1984.0,millimeter wave radar for meteorological observations,"r lhermitte , c frush"
12631,mit laboratory for computer science . ( available from x11r5/mit /,,"x consortium . x11r5 , configuration management in the x window system",j fulton
12632,,2000.0,teachersâ ?? perceptions of the block schedule,jh hulce
12633,,2004.0,repeated sputum inductions induce a transient neutrophilic and eosinophilic response,"h van der vaart , ds postma , w timens , hf kauffman ,"
12634,sigmod,,"c. , and pires , f. , 1994 , databases for gis",b medeiros
12635,"journal of emergency medicine ,",1996.0,ocular injuries in battered women .,"s beck , s feitag , n singer"
12636,"proceedings of the 23rd annual international acm sigir & hellip ; ,",,text filtering by boosting naive bayesian classifiers,"yh kim , sy hahn , bt zhang"
12637,"new directions for teaching and learning ,",,liberal learning in engineering education : the wpi experience . knowing and doing : learning through,"wr grogan , fc lutz , le schachterle"
12638,"reading : microsoft ,",,anytime anywhere learning pilot programme : a microsoft uk supported laptop project : learning gains,d passey
