scholar_id,conf_abbrev,subject_title,author_group,pub_date
35461,"proc . eusipco ,","underdetermined growing and sliding window covariance fast transversal filter rls algorithms , ''",dtm slock,
35462,"& hellip ; international conference on very large data bases table of & hellip ; ,",a sequential pattern query language for supporting instant data mining for e-services,"r sadri , c zaniolo , am zarkesh , j adibi",2001.0
35463,"new directions for program evaluation ,",the assessment of scholarship,lv jones,
35464,,the relevance density method for multi-topic queries in information retrieval,"y kane-esrig , l streeter , st dumais , w keese , g",
35465,"pc magazine ,",the e-training of america,l vaas,
35466,"proceedings of art and technology workshop , athens , greece ,","image processing and analysis , a challenge for art paintings",jm chassery,
35467,,mlda : a tcp-friendly congestion control framework for heterogeneous multicast environments,"d sisalem , a wolisz",
35468,"phil . mag. ,",measurement of mg supersaturations within precipitate-free zones in al-zn-mg alloys,"p doig , jw edington , g hibbert",1973.0
35469,"proceedings of the 23rd seminar of the japanese society for & hellip ; ,",small caliber flexible colonoscopy,y uno,
35470,proc of the acm sigmod,minimization of tree pattem queries,"sa yahia , s cho , lvs lakshmananâ ? ¦",
35471,"journal of personality and social psychology ,",social support in pregnancy : psychosocial correlates of birth outcomes and postpartum depression,"nl collins , c dunkel-schetter , m lobel , scm",1993.0
35472,,broadca . rt l ) ikr : data management for uymmetrir communications environment,"s acharya , r alonso , mj franklin , s zdonik",1995.0
35473,"lecture notes in computer science ,",indicator-based selection in multiobjective search,"e zitzler , s kunzli",2004.0
35474,at .,analysis of the composition of a mixture of 2gbk + 249cf through x-ray emission,"gv buklanov , yp kharitonov",
35475,"ieee computer ,",friends,"s ahuja , n carriero , dl gelernter",
35476,"acm transactions on database systems ( tods ) ,",concurrency control in a system for distributed databases ( sdd-1 ),"pa bernstein , dw shipman , jb rothnie jr",1980.0
35477,"lecture notes in computer science ,",athapascan : an experience on mixing mpi communications and threads,"a carissimi , m pasin",1998.0
35478,"journal of web semantics ,",ontotrack : a semantic approach for ontology authoring,"t liebig , o noppens",
35479,,from usability lab to design collaboratorium : reframing usability practice . designing interactive,"j buur , s bodker",2000.0
35480,"acm transactions on internet technology ,",a multi-agent infrastructure for developing personalized web-based systems,"l ardissono , a goy , g petrone , m segnan",2004.0
35481,,oscillatory properties of higher order sturm-liouville differential equations,"o dosly , j osicka",
35482,,realization of a dect vco circuit with mcm-d technology,"k vaesen , s brebels",
35483,"proc . ieee ,",linear and nonlinear filtering,rs bucy,
35484,"see ref ,",hokan interbranch comparisons,wh jacobsen jr,
35485,"cochrane database syst rev ,",ventilation with lower tidal volumes versus traditional tidal volumes in adults for acute lung,"n petrucci , w iacovelli",2003.0
35486,"berlin , new york ,","sobolev spaces of fractional order , nemytskij operators , and nonlinear partial differential","t runst , w sickel",
35487,"pc magazine ,",pro * cast,"jc nash , m walker-smith",
35488,"iee proceedings ,",multivariable variable-structure adaptive model-following control systems,"asi zinober , ome el-ghezawi , sa billings",1982.0
35489,,estates general of the philosophes,"q kadosh , c estaing",
35490,"acm transactions on database systems ,",transactions and consistency in distributed database systems,"il traiger , j gray , ca galtieri , bg lindsay",1982.0
35491,"san diego , ca ,",interfaceâ ?? 94â ?? microlithography seminar,"bj grenon , s dm , wa aaskov , r desautels",
35492,,"swarm intelligence : from natural to artificial systems oxford university press , 1999","e bonabeau , m dorigo , g theraulaz",1999.0
35493,"vldb ,",parallel algorithms and their implementation in micronet .,"syw su , kp mikkilineni",1982.0
35494,"dvm thesis , university of zurich , switzerland ,",modification and use of a method with facs for detection and quantification of cryptosporidium,k schweizer,
35495,"transplantation proceedings ,",the case against buying organs and a futures market in transplants,ra sells,1992.0
35496,"proceedings of the fourth acm sigplan international & hellip ; ,",verification of erlang programs using abstract interpretation and model checking,f huch,1999.0
35497,"bt technology journal ,",management of special servicesâ ?? designing for a changing world,j chandler,1997.0
35498,"new directions for adult and continuing education ,",teaching style : where are we now ?,"je heimlich , e norland",2002.0
35499,"bioelectromagnetics symposium , seattle , washington ,",electric and magnetic field intensities and associated body currents in man in close proximity to a,"r tell , e mantiply , c durney , h massoudi",
35500,"seattle , washington , philip services corporation , july ,","philip services corporationâ ?? georgetown facility , 734 lucile street","voc emissions , r report",
35501,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",fossil fuels and the environment ( abstract only ),h niininen,1991.0
35502,ibm research report . ibm almaden research,grand central station,"m eichstaedt , d ford , r kraft , q lu , w niblack , n",
35503,,matching von multiskalengraphen fur den inhaltsbasierten zugriff auf medizinische bilder,"b fischer , c thies , mo guld , tm lehmann",
35504,"new directions for teaching and learning ,",broadening our approach to teaching evaluation,c knapper,2001.0
35505,"proceedings of the institution of mechanical engineers d , & hellip ; ,","correlation of field , laboratory and standard lubricant tests using multivariate analysis .","ma arina , mf fox",2004.0
35506,"new directions for teaching and learning ,",academic service learning : its meaning and relevance,km weigert,1998.0
35507,proceedings of the 25,"dom.â ?? distributed hypertext resource discovery through examples , â ??",b chakrabarti,
35508,"acm transactions on database systems ( tods ) ,",on completeness of historical relational query languages,"j clifford , a croker , a tuzhilin",1994.0
35509,"new directions for higher education ,",managing change creatively .,rj toft,1991.0
35510,"proceedings of sigmod conference , san diego , california ,",an extensive search for optimal multiple query plans,"e lim , j srivastava , a cosar",
35511,"23rd nissc proceedings , october ,",using b method to formalize the java card runtime policy for a common criteria evaluation,"s motre , c teri",
35512,,zusammenhang zwischen produktivitit und arbeitspsychologischen variablen in software -,b hunger,1998.0
35513,"proceedings of the 1991 acm sigmod international conference & hellip ; ,",multi-disk b-trees,"b seeger , pã ? larson",1991.0
35514,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",impulsive noise calculation using moving overlapped grid method/kirchhoff method,"s saito , t aoyama , a ochi , n kondo , a yamaguchi",1999.0
35515,"reserve bank of india , bombay. , mimeo ,",india : reform of the financial sector,sk bery,
35516,,abbreviations acw ancient christian writers ( westminster,of list,
35517,"unpublished manuscript ,",computer-intensive algebra : an overview of fundamental mathematical and instructional themes,jt fey,
35518,,database system issue in nomadic computing . in : proc . of the 1993 acm slgmod intl,"r alonso , hf korth",1993.0
35519,"archivaria ,",: developing conceptual requirements for the long-term preservation of authentic electronic records,h macneil,2000.0
35520,,"multiple criteria optimization : theory , computation , and application",re steuer,1986.0
35521,"computer networks ,",graph structure of the world wide web,a broderâ ? ¦,
35522,"proceedings of the 1981 acm sigmod international conference & hellip ; ,",the effect of target applications on the design of database machines,p hawthorn,1981.0
35523,"acm transactions on database systems ,",object normal forms and dependency constraints for object-oriented schemata,"z tari , j stokes , s spaccapietra",1997.0
35524,"new directions for teaching and learning ,",integrating computers into the problem-solving process,"dl lowther , gr morrison",2003.0
35525,,urban political cultures,d knoke,1981.0
35526,,an effort prediction interval approach based on the empirical distribution of previous estimation,"m joergensen , dik sjoeberg",
35527,"textbook of travel medicine and health . zurich , switzerland : & hellip ; ,",compliance with travel health recommendations . chapter 24,"js keystone , d reid",
35528,"geography ,",physical geography from the newspaper,"kj gregory , rf williams",
35529,"electronic library ,",what do employers expect ? the educating systems librarian research project 1,"h xu , h chen",1999.0
35530,"md ,","seasonal pattern assessment questionnaire . natl inst mental health , bethesda","ne rosenthal , gh bradt , ta wehr",
35531,"computer networks ,",access protocols for an efficient and fair packet-switched ip-over-wdm metro network,k bengi,2004.0
35532,"journal of personality and social psychology ,",structure of gender stereotypes : interrelationships among components and gender label,"k deaux , ll lewis",
35533,,generating query forms and reports for semistructured data : the qursed editor,"y papakonstantinou , m petropoulos , v vassalos",
35534,"technical report msr-tr-98-71 , microsoft",a flexible new technique for camera calibration,z zhengyou,
35535,"unpublished manuscript ,",competition policy for elections : do campaign contribution limits matter ?,"t stratmann , fj aparicio-castillo",2001.0
35536,"proc . acm/ieeedesignautomationconf . , june ,",delayanalysisofthedistributedrcline,vb rao,
35537,"sigmod record ,","'' honey , i shrunk the dbms '' : footprint , mobility , and beyond",p seshadri,1999.0
