pub_id,researchers,conf_journal,doc_year
62479,"e franconi , g kuper , a lopatenko , i zaihrayeu","proceedings of the international conference on very large & hellip ; ,",2004.0
62480,"g barbieri , d dikranjan , c milan , h weber",,
62481,"h osborne , d bridge",,
62482,t giebel,"pc magazine ,",
62483,"m cherniack , cu zs , n tatbul","proc of 29th international conference on vldb , september ,",
62484,"w hsu , ts chua , hk pung",,
62485,"f ramsak , v markl , r fenk , m zirkel , k elhardt , r","vldb ,",2000.0
62486,"l chen , z huang , r ramakrishnan","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
62487,a associates,"md ,",
62488,pwc regulations,reg .,
62489,"rg cowell , ap dawid , sl lauritzen , dj",,
62490,"ck ziegler , w lick , j lick","& hellip ; of california-santa barbara , santa barbara , california . & hellip ; ,",
62491,hgm stanlbrd,"sigmod record ,",1998.0
62492,"h ohsugi , t hibi","submitted for publication ,",
62493,"a hansen , f arbab","acm transactions on graphics ( tog ) ,",1992.0
62494,"ua muller , mm dacorogna , ov pictet","& hellip ; research institute discussion paper , zurich , switzerland ,",
62495,"a abel , h muir","phil . mag. ,",1972.0
62496,"rr mccrae , pt costa","journal of personality and social psychology ,",1985.0
62497,mj carey,"proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
62498,"ra is , s ghosh , t imelinski , b iyer , a swami",proc . 18th vldb,
62499,"ae lethaby , i cooke , m rees","cochrane database syst rev ,",2000.0
62500,m hachman,"pc magazine ,",
62501,"cd wagner , av naumkin , a kraut-vass , jw allison ,","md ,",
62502,"m lacroix , a pirotte","acm transactions on database systems ,",
62503,"jw henson , aw astin","new directions for higher education ,",1978.0
62504,"a legait , f oquendo , d oldfield","see ,",
62505,"m wakeshima , d harada , y hinatsu , n masaki",,1999.0
62506,"kk brewster-geisz , tj miller",,
62507,cg rao,"org . prep . proc . int ,",
62508,"n menezes , r baldick","proc . ieee/acm iccad ,",
62509,"s vemuri , w bender","bt technology journal ,",2004.0
62510,wl epstein,"proc int syrup ,",
62511,"m haarala , k miettinen , mm makela",,
62512,s mcdonnell,"computerworld ,",
62513,"h zhang , e knightly","proc . acm sigmetrics ,",
62514,e barbin,"la dã © monstration mathã © matique dans lâ ?? histoire ,",
62515,em hetherington,"journal of personality and social psychology ,",1966.0
62516,rc kelly,"see ref ,",
62517,"xgsj gortler , h hoppe",proceedings of acm,
62518,"a lysyanskaya , m meyerovich","at : crypto ,",
62519,"jy chen , jm chew , yh lin , ps tsi",procs . ] third european congress on intelligent techniques,
62520,"j mimura , k yamashita , k nakamura , m morita , tn","genes to cells ,",1997.0
62521,tc rindflesch,,
62522,r sutton,"computerworld ,",
62523,c faloutsos,"vldb ,",1985.0
62524,"m valtonen , k nilsson , j kotilainen , t jaakkola","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
62525,e von hippel,"management science ,",1986.0
62526,"l hartling , n wiebe , k russell , h patel , tp","cochrane database syst rev ,",2004.0
62527,"p zimmermann , g doka , f huber , a labhard , m",,1996.0
62528,"r sachdeva , nr namburi",,
62529,"ej langer , j rodin","journal of personality and social psychology ,",1976.0
62530,"dr beukelman , p mirenda","md ,",
62531,sj campbell jr,"branan j , moorhead d , comp . proceedings , southern forest & hellip ; ,",
62532,s cosmadakis,"proceedings of the eighteenth acm sigmod-sigact-sigart & hellip ; ,",1999.0
62533,lh thomas,"phil . mag ,",
62534,re majors,proceedings of the 23rd international symposium on high,
62535,ka larson,,1984.0
62536,"c pu , ge kaiser , n hutchinson","vldb ,",1988.0
62537,m mclean,"new directions for higher education ,",1986.0
62538,"w li , s gauch , j gauch , km pua","proceedings of the first acm international conference on & hellip ; ,",1996.0
62539,m schulz,,
62540,"b ye , mg khaledi","san diego , ca ,",
62541,"d le botlan , d remy","acm sigplan notices ,",2003.0
62542,"a browne , z manna , hb sipma","technical report , computer science department , stanford",
62543,gj holzmann,"computer networks ,",1984.0
62544,g alwang,"pc magazine ,",
62545,c stewart,"i ,",
62546,"f geurts , jp timmermans , e de schutter",,2000.0
62547,"wf peacock , cl emerman , es mcerlean , sa deluca , f","journal of emergency medicine ,",2001.0
62548,"sj hemilton-dutoit , m repheel",situ demonstration of ebv small rnas ( ederi ) in acquired,
62549,b zweifel,"diplomarbeit , eth-zã 1/4 rich , zurich , switzerland ,",
62550,"krr kumar , al ananda , l jacob","computer networks ,",2002.0
62551,"bz horowitz , oj earle","journal of emergency medicine ,",2001.0
62552,k normark,,
62553,pw jordan,"an empirical study . procs . of acl-2000 , hong kong",
62554,"ma tarlton , pn tarlton","acm press frontier series ,",1989.0
62555,i motakis andc,acm intl. conference on management of data,
62556,a rosenthal,"vldb ,",1988.0
62557,d reeble,"geography ,",
62558,"g stefano , l hiripi , k rozsa , j salanki","demonstration of tolerance , adv. physiol . sci ,",
62559,iapa sheet,"department of geological maps of igme , athens , greece ,",
62560,i bruha,,
62561,p goldstein,unpublished,
62562,"a eisenberg , j melton","sigmod record ,",2001.0
62563,s nieto,,
62564,"ey chang , h garcia-molina",,
62565,"j mylopoulos , v chaudhri , d plexousakis , t",,
62566,k biradhaâ ? ¦,acc . chem .,
62567,eg erd6s,"see ref ,",
62568,nc chu,"ph. d. thesis , univ. of washington , seattle , washington ,",
62569,h iä?ik,,2003.0
62570,"ne rosenthal , de moul , cj hellekson , da orenâ ? ¦","neuropsychopharmacology-san diego - ,",1993.0
62571,h hosobe,,
62572,tj zywicki,"wisconsin law review ,",1998.0
62573,"a cavalcanti , ra freitas jr , lc kretly",,
62574,j blythe,"procs . of the 10th conf . on uncertainty in artificial & hellip ; ,",
62575,"a dogac , ea ozkarahan","proceedings of the 1980 acm sigmod international conference & hellip ; ,",1980.0
62576,"tj diciccio , b efron",,
62577,"k brodlie , l brankin , g banecki , a gay , a poon , h","nielson , gm , and d. bergeron , proceedings of ieee",
62578,"f banuthon , w kim , h korth","proc . 11th international conference on very large data bases ,",
62579,bk bhalla,"wimco ltd. , indian mercantile chambers , bombay , india ,",
62580,"o gunther , a buchmann","acm sigmod record ,",
62581,"ja arleth , rd demensus","electronic products ,",
62582,j manninen,"proceedings of the 25 th annual conference of the finnish & hellip ; ,",1991.0
62583,"j han , y fu , w wang , j chiang , k koperski",,
62584,pgw keen,"computerworld ,",
62585,"la nielsen , dl johnson","md ,",
62586,"b awerbuch , o goldreich , d peleg , r vainish",,1988.0
62587,"s ceri , g pelagatti","acm transactions on database systems ,",1983.0
62588,mb bracken,"journal of emergency medicine ,",1993.0
62589,"m kitsuregawa , m takagi","vldb ,",1989.0
62590,"fr gfeller , uh bapst","proc . ieee ,",
62591,"c kreibich , j crowcroft","proceedings of acm hotnets ,",
62592,"ap moller , j hoglund","proceedings : biological sciences ,",1991.0
62593,"s fabbri , jc maldonado , pc masiero","software quality management-international conference - ,",1997.0
62594,"a esquivel , a lazarian , d pogosyan , j cho",,2003.0
62595,a bullock,"unpublished manuscript ,",
62596,"f wu , zb wang , wz chen , jz zou","& hellip ; symposium on therapeutic ultrasound , seattle , washington ,",
62597,a forsythâ ? ¦,"social studies and the young learner ,",1990.0
62598,ch green,"unpublished manuscript ,",
62599,tw kellenberger,,1996.0
62600,"aj ahmed , aw appel , r virga","proceedings of the 17th ieee symposium22-25 july 2002 on & hellip ; ,",2002.0
62601,"w sun , y ling , n rishe , y deng","sigmod record ,",1993.0
62602,"c faloutsos , s christodoulakis","acm toois ,",
62603,"p wu , bs manjunath , s chandrasekaran",,
62604,c stone,"conference proceedings on data management 91 table of & hellip ; ,",1992.0
62605,ac res,"acc . chem . res ,",2003.0
62606,g barr,"phil . mag ,",
62607,sh valentine,"information and software technology ,",1995.0
62608,"id forsythe , m barnes-davies","proceedings : biological sciences ,",1993.0
62609,"c kallmayer , h oppermann , s anhã ¶ ck , m klein , r","san diego ,",
62610,"i keidar , s rajsbaum","lecture notes in computer science ,",2003.0
62611,"as church , md witting","journal of emergency medicine ,",1997.0
62612,j rhodes,"technical report , center for transportation studies ,",
62613,"b salvy , p zimmerman","acm transactions on mathematical software ( toms ) ,",1994.0
62614,"s acharaya , pb gibbons , v poosala","conference on management of data ,",
62615,"nj davies , rs stewart , r weeks","bt technology journal ,",1998.0
62616,"l gravano , h garcia-molina","vldb ,",1995.0
62617,"am scher , ww ohm , k bumgarner , r boynton , ac young","fed proc ,",1972.0
62618,ar bills,,1969.0
62619,"m mehta , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1997.0
62620,"jl wynekoop , nl russo","proceedings of the international conference on information & hellip ; ,",1993.0
62621,"sc chou , jy chen","information and software technology ,",1999.0
62622,"mj jeong , s yoshimura","proc . of 28th design automation conference : asme design & hellip ; ,",
62623,dr traum,"unpublished manuscript ,",1998.0
62624,"e langer , a blank , b chanowitz","journal of personality and social psychology ,",1978.0
62625,g lawton,"ieee computer ,",1998.0
62626,r agrawal,"proc . 7th lntl . conf . management of data ( comad-95 ) , pune , & hellip ; ,",
62627,"s neuer , v ratmeyer , r davenport , g fischer , g","deep-sea research i ,",1997.0
62628,"ct mowbray , se herman","new directions for program evaluation ,",
62629,bh boar,"computerworld. ,",1983.0
62630,"n hojlyng , k molbak , s jepsen , ap hansson","lancet , i ,",1984.0
62631,p koton,,1989.0
62632,"sf chang , w chen , hj meng , h sundaram , d zhong","proceedings of acm multimedia ,",
62633,b lewia,"phil . mag ,",
62634,"j townshend , r defries , r dubayah , s goward , m","proceedings of the 23rd annual conference of the remote & hellip ; ,",
62635,"eg simpson , ce kasworm",new directions for adult and continuing,
62636,"hbengaa ali , ben ammar",,
62637,p petcharak,,2002.0
62638,m armand,"proc . ieee ,",
62639,r center,,
62640,"j weber , mp kwan",,
62641,mr hayden,,1981.0
62642,el allgower,,1990.0
62643,"l liebmann , i graur , w leipold , j oberschmidt , do '","proc . spie ,",1999.0
62644,"kc weber , rar almeida , hg amaral , ps gunther , jhf","software quality management-international conference - ,",1997.0
62645,"no kjeldgaard , k gausing","see ref ,",
62646,da bloch,"technical report no. 135 ( may 1990 ) , stanford university ,",
62647,"t wilson , j stearns","new directions for teaching and learning ,",1985.0
62648,gr sell,"new directions for higher education ,",1989.0
62649,"s avancha , j undercoffer , a joshi , j pinkston","computer networks ,",2003.0
62650,"c scordino , g lipari","proceedings of the fourth acm international conference on & hellip ; ,",2004.0
62651,"ep st john , r sepanik","new directions for higher education ,",1982.0
62652,"ma gutierrez-naranjo , mj perez-jimenez , fj romero -",,2005.0
62653,"a galvan , v cooray",proceedings of the 25 thinternational conference on,
62654,"vk decyk , cd norton , bk szymanski",submitted for,
62655,"d metzler , v lavrenko , wb croft","proceedings of acm sigir ,",2004.0
62656,mm watts,"new directions for teaching and learning ,",2003.0
62657,ds platt,,2001.0
62658,dsn goodman,"acm tods ,",
62659,b yi,proceedings of the 26 stinternational conference on very,
62660,"n parveen , d robbins , jm leong",submitted for,
62661,"n ashish , ca knoblock",,
62662,"y li , h yang , hv jagadish","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
62663,"r preotiuc-pietro , j pereira , f llirbat , f fabret ,",proc . of acm sigmod conf . on management of,
62664,d stacey,"sigmod record ,",
62665,"s amer-yahia , d srivastava , d suciu","knowledge and data engineering , ieee transactions on ,",2004.0
62666,"d burns , s halverscheid , r hind",,
62667,"r dhamankar , y lee , a doan , a halevy , p domingos",,
62668,"nj multari , bp works","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
62669,"rm strickland , dj chasan",,1989.0
62670,o verbitsky,"unpublished manuscript ,",
62671,m rosenblatt,,1971.0
62672,"f dahanayake , i fujimoto","phil . mag ,",
62673,"dm muv , jd ullman","acm tods ,",
62674,mj dowgiallo,"md ,",
62675,"dl clifford , p sherman","new directions for program evaluation ,",1983.0
62676,"si aizawa , t kubori","genes to cells ,",1998.0
62677,n goyal,,
62678,j duntemann,"pc magazine ,",
62679,"hi mccubbin , m mccubbin , r nevin , e cauble","family assessment for research and practice ,",1979.0
62680,"m greunz , k stanoevska-slabeva , b schopp","procs . conf . on information systems for e-commerce ( emisa ) ,",
62681,"a zijdenbos , a evans , f riahi , j sled , hc chui , v","proc . int . conf . visual . biomed . comput ,",1996.0
62682,dj kruglinski,,1996.0
62683,"cs jensen , tb pedersen , l speicys , i timko","vldb conf ,",
62684,"rr coifman , gl weiss",,1971.0
62685,f guerra-pearson,,1999.0
62686,"r ford , d gyarmati , k foley",social research and demonstration,
62687,km andy,"proc . 3rd znt . conf very large databases , tokyo , japan ,",
62688,gd levine,"see dau ,",
62689,"m juvan , j marincek , b mohar",,
62690,"c mascolo , l capra , w emmerich",,
62691,"am alimi , r hassine , m selmi","applied mathematics and computer science ,",2000.0
62692,j lyman,"electronic design ,",1988.0
62693,a ajayaghosh,"acc . chem . res ,",2005.0
62694,"ab schultz , ij jordan , m kochte , da fraquelli , f",,
62695,dl donoho,"technical report , department of statistics , stanford university ,",
62696,r kadia,proc of . acm,
62697,"ku goecke , jt milde","submitted to publication ,",
62698,jc pinheiro,,1994.0
62699,s acharya,"acm sigmod conference . tucson . matron management . emerald ,",
62700,db lenat,"proceedings of the 1991 acm sigmod international conference & hellip ; ,",1991.0
62701,"s jejeebhoy , s kulkarni",,1985.0
62702,"g gardarin , d reiner , c batini , s ceri","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
62703,"w duch , n jankowski",,
62704,"jp singh , jl hennessy , a gupta","technical report csl-tr-92-506 , stanford university ,",
62705,mh lyons,"bt technology journal ,",2005.0
62706,"a berler , se shimony",,
62707,"j ostwald , v lesser , s abdallah",,
62708,"dj cook , lb holder , s chakravarthy","journal of machine learning research ,",2001.0
62709,"j cassidy , rs marvin","unpublished manuscript ,",
62710,"sj wayne , rc liden","the academy of management journal ,",1995.0
62711,"s krithivasan , s iyer","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
