media_id,copyright_text,music_release_date,track,album_title_nm,musical_length,style,performer
1187,"2013 Gum Prod , under exclusive license to Parlophone Music France , under exclusive licence to WEA INTERNATIONAL INC",12-Jul-13,Dynamo,Cathy & David Guetta Present FMIF ! Ibiza Mix 2013,3:55,"Dance , Music",Laidback Luke & Hardwell
1188,"2009 Gum Prod , Licence exclusive Parlophone Music France",7-Sep-09,Sexy Bitch ( feat . Akon ) [ Koen Groeneveld Remix ] [ David Guetta Vocal Re-Edit ],Sexy Bitch ( feat . Akon ) - Single,7:30,"Dance , Music",David Guetta
1189,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Nothing But the Beat,3:34,"Dance , Music , House , Electronic , Rock",David Guetta
1190,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],5:12,"Dance , Music , Electronic",David Guetta
1191,"2012 What A Music Ltd. , licence exclusive Parlophone Music France",26-Aug-11,The Alphabeat,Nothing But the Beat 2.0,4:29,"Dance , Music , Electronic , Rock , House",David Guetta
1192,"2011 What A Music Ltd , licence exclusive Parlophone Music France",20-Jan-12,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Titanium ( Remixes ) [ feat . Sia ],6:37,"Dance , Music , Electronic",David Guetta
1193,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1194,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1195,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1196,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1197,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1198,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1199,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1200,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1201,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1202,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1203,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1204,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1205,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",24-Nov-14,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Listen ( Deluxe Version ),3:20,"Dance , Music , Rock , House , Electronic , French Pop",David Guetta
1206,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],Dangerous ( feat . Sam Martin ) [ Remixes EP ],6:27,"Dance , Music",David Guetta
1207,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],Dangerous ( feat . Sam Martin ) [ Remixes EP ],6:27,"Dance , Music",David Guetta
1208,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],Dangerous ( feat . Sam Martin ) [ Remixes EP ],6:27,"Dance , Music",David Guetta
1209,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],Dangerous ( feat . Sam Martin ) [ Remixes EP ],6:27,"Dance , Music",David Guetta
1210,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],Dangerous ( feat . Sam Martin ) [ Remixes EP ],6:27,"Dance , Music",David Guetta
1211,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3-Nov-14,Dangerous ( feat . Sam Martin ) [ Kevin Saunderson Inner City Remix ],Dangerous ( feat . Sam Martin ) [ Remixes EP ],6:27,"Dance , Music",David Guetta
1212,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",19-Dec-14,"Dangerous , Pt. 2 ( feat . Trey Songz , Chris Brown & Sam Martin )","Dangerous , Pt. 2 ( feat . Trey Songz , Chris Brown & SamÎ 3/4 Martin ) - Single",3:33,"R&B / Soul , Music",David Guetta
1213,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1214,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1215,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1216,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1217,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1218,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1219,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1220,This Compilation 2014 Big Beat Records Inc. for the United States and WEA International for the World outside of the United States . A Warner Music Group Company,25-Mar-14,Home ( feat . Penelope Austin ) [ Manila Killa Remix ],Big Beat Miami 2014,4:44,"Dance , Music","Ivan Gough , Walden & Jebu"
1221,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",21-Jul-14,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],Lovers on the Sun ( Remixes ) - EP,5:55,"Dance , Music , Electronic",David Guetta
1222,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",21-Jul-14,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],Lovers on the Sun ( Remixes ) - EP,5:55,"Dance , Music , Electronic",David Guetta
1223,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",21-Jul-14,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],Lovers on the Sun ( Remixes ) - EP,5:55,"Dance , Music , Electronic",David Guetta
1224,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",21-Jul-14,Lovers on the Sun ( feat . Sam Martin ) [ Extended ],Lovers on the Sun ( Remixes ) - EP,5:55,"Dance , Music , Electronic",David Guetta
1225,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1226,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",24-Nov-14,The Whisperer ( feat . Sia ),Listen,3:54,"Dance , Music , Electronic , House , Rock , French Pop",David Guetta
1227,2010 The copyright in this sound recording is owned by EMI Records Ltd under exclusive licence from Swedish House Mafia Holdings Ltd ( BVI ),25-Oct-10,One ( Your Name ) [ Vocal Mix ] [ feat . Pharrell ],Until One,4:59,"Dance , Music , House , Electronic",Swedish House Mafia
1228,2010 The copyright in this sound recording is owned by EMI Records Ltd under exclusive licence from Swedish House Mafia Holdings Ltd ( BVI ),25-Oct-10,One ( Your Name ) [ Vocal Mix ] [ feat . Pharrell ],Until One ( Deluxe Edition ),3:03,"Dance , Music , House , Electronic",Swedish House Mafia
1229,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1230,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",26-Aug-11,Glasgow,Nothing But the Beat - The Electronic Album,5:13,"Dance , Music , Electronic , House , Rock",David Guetta
1231,"2011 What A Music Ltd , licence exclusive Parlophone Music France",20-Jan-12,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Titanium ( Remixes ) [ feat . Sia ],6:37,"Dance , Music , Electronic",David Guetta
1232,"2011 What A Music Ltd , licence exclusive Parlophone Music France",20-Jan-12,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Titanium ( Remixes ) [ feat . Sia ],6:37,"Dance , Music , Electronic",David Guetta
1233,"2011 What A Music Ltd , licence exclusive Parlophone Music France",20-Jan-12,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Titanium ( Remixes ) [ feat . Sia ],6:37,"Dance , Music , Electronic",David Guetta
1234,"2011 What A Music Ltd , licence exclusive Parlophone Music France",20-Jan-12,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Titanium ( Remixes ) [ feat . Sia ],6:37,"Dance , Music , Electronic",David Guetta
1235,"2011 What A Music Ltd , licence exclusive Parlophone Music France",20-Jan-12,Titanium ( Cazzette 's Ant Seeking Hamster Mix ) [ feat . Sia ],Titanium ( Remixes ) [ feat . Sia ],6:37,"Dance , Music , Electronic",David Guetta
1236,"2012 What A Music Ltd , Licence exclusive Parlophone Music France",20-Aug-12,Titanium ( Spanish Version ),Titanium ( Spanish Version ) - Single,3:58,"Dance , Music , Electronic",David Guetta
1237,2010 Gum Prod licence exclusive Parlophone Music France,3-Dec-10,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Who 's That Chick ( feat . Rihanna ) - EP,2:45,"House , Music , Dance , Rock , Electronic",David Guetta & Rihanna
1238,2010 Gum Prod licence exclusive Parlophone Music France,3-Dec-10,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Who 's That Chick ( feat . Rihanna ) - EP,2:45,"House , Music , Dance , Rock , Electronic",David Guetta & Rihanna
1239,2010 Gum Prod licence exclusive Parlophone Music France,3-Dec-10,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Who 's That Chick ( feat . Rihanna ) - EP,2:45,"House , Music , Dance , Rock , Electronic",David Guetta & Rihanna
1240,2010 Gum Prod licence exclusive Parlophone Music France,3-Dec-10,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Who 's That Chick ( feat . Rihanna ) - EP,2:45,"House , Music , Dance , Rock , Electronic",David Guetta & Rihanna
1241,2010 Gum Prod licence exclusive Parlophone Music France,3-Dec-10,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Who 's That Chick ( feat . Rihanna ) - EP,2:45,"House , Music , Dance , Rock , Electronic",David Guetta & Rihanna
1242,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],5:12,"Dance , Music , Electronic",David Guetta
1243,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],5:12,"Dance , Music , Electronic",David Guetta
1244,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",22-Mar-13,Play Hard ( feat . Ne-Yo & Akon ) [ Extended ],Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],5:12,"Dance , Music , Electronic",David Guetta
