scholar_id,auth_names,journal_name,pub_title,published_yr
48049,"js birks , d melzer , h beppuâ ? ¦","cochrane database syst rev ,",donepezil for mild and moderate alzheimerâ ?? s disease,2000.0
48050,"g wã $ nnman thoresson , b ã?stlund",,"ny roll , ny kompetens fã ¶ r distanslã $ raren",2002.0
48051,l chunovic,"electronic media ,",change ahead for channels,
48052,d bhandarkar,submitted for,risc versus cisc : a tale of two chips,
48053,"p anglade , c michel , t ozaki , s tsuji , x vignon , n","the histochemical journal ,","simultaneous localization of acetylcholinesterase activity and met-enkephalin , vasoactive intestinal",1988.0
48054,d sadek,"procs of the esca workshop on interactive dialogue systems ,",design considerations on dialogue systems : from theory to technology,
48055,r allanâ ? ¦,"proc . ahm ,","building the e-science grid in the uk : middleware , applications and tools deployed at level 2",
48056,jc lusth,"proc . 34th acm se regional conf ,",an introduction to optimal colorings of qca graphs,
48057,"jl hornick , c van eenaeme , o gerard , i dufrasne , l","proc . 50th eur . assoc. anim . prod. , zurich , switzerland . p ,",mechanisms involved in the process of reduced and compensatory growth,
48058,"a laender , b ribeiro-neto , a dasilva , j teixeira",sigmod record web,"march 2002 , â ?? a brief survey of web data extraction tools , â ??",
48059,k simmer,"cochrane database syst rev ,",longchain polyunsaturated fatty acid supplementation in infants born at term ( cochrane review ),2001.0
48060,e orniecinski,"proc . of the 1 â ?? llh vldb conf. , september ,",performance analysis of a load balancing hash-join algorithm for a shared memory mukiprocessor,
48061,"dj sherman , w lyons","physical geography ,",beach-state controls on aeolian sand delivery to coastal dunes,
48062,m murata,,extended path expressions for xml,
48063,ph lowenberg,"see cheshire ,",variation in malaysian english : the pragmatics of languages in contact .,
48064,"t nguyen , v srinivasan","proc . acm sigmod conf . on the management of data , montreal , & hellip ; ,",accessing relational databases form the world wide web,
48065,"pa newhouse , a potter , j corwin , r lenox","neuropsychopharmacology-san diego - ,",age-related effects of the nicotinic antagonist mecamylamine on cognition and behavior,1994.0
48066,sd kennedy,"new directions for program evaluation ,",direct cash low-income housing assistance,1988.0
48067,b paech,"submitted to publication ,",a framework for interaction description with roles,
48068,"j buckheit , s chen , d donoho , i johnstone , j",,wavelab reference manual,1995.0
48069,c dyreson,"acm sigmod record ,",a consensus glossary of temporal database concepts,1994.0
48070,eg manning,"computer networks ,",on datagram service in public packet-switched networks,
48071,f rossi,,acquiring both global and local preferences in interactive constraint solving via machine learning,
48072,"l ahn , l dabbish","proceedings of acm chi 2004 ,",labeling images with a computer game,
48073,d rautenbach,"discussiones mathematicae graph theory ,",graphs with small additive stretch number,2004.0
48074,kd long,,"variation in mating behavior of the guppy , poecilia reticulata , as a function of environmental",1993.0
48075,d mcfarland,"from animals to animats ,",towards robot cooperation,
48076,"jh wang , m sun , xy changâ ? ¦",procs 30th,"dynamic models for origin of the migmatites with thermal centers in the dabie complex , hubei ,",
48077,"am harwood , j chang","social studies and the young learner ,",inquiry-based service learning and the internet,1999.0
48078,"jd mayer , yn gaschke , dl braverman , tw evans","journal of personality and social psychology ,",mood-congruent judgment is a general effect,
48079,"cc schwartz , sd miller , aw franzmann","international conference on bear research and management ,",denning ecology of three black bear populations in alaska,
48080,"y gurevich , l harrington","automata and games . procs 14th acm stoc ,",trees,
48081,jd langan,"ph. d. thesis california univ. , santa barbara. ,",study and characterization of semiconductor surfaces and interfaces,1979.0
48082,r kendall,,but i know what i like,
48083,an guz,"vol . i ( 1982 ) ,",mechanics of composite materials and structural elements,
48084,"mb monagan , ko geddes , km heal , g labahn , sm",,"maple 9 introductory programming guide waterloo maple , 2003",
48085,"m borgers , f thonã ©","the histochemical journal ,",species differences in adenosine metabolic sites in the heart,1992.0
48086,j ruhl,"computerworld ,",now you see it ... a misrepresented job can lead to programmer dissatisfaction -- and turnover,
48087,i fourie,"electronic library ,",should we take disintermediation seriously ?,1999.0
48088,j lengyel,"ieee computer ,",the convergence of graphics and vision,1998.0
48089,dw systeme,,"andreas bauer-holger gã 1/4 nzel , dpukt . verlag",
48090,tw costello,"new directions for higher education ,",service and balance in the comprehensive college and university .,1979.0
48091,"dc mccrory , cd brown","cochrane database syst rev ,",inhaled short-acting beta2-agonists versus ipratropium for acute exacerbations of chronic,2001.0
48092,p bromiley,"management science ,",paradox or at least variance found : a comment on '' mean-variance approaches to risk-return,1991.0
48093,dj carpenter,"bt technology journal ,",emc emissions certification for large systemsâ ?? a risk-management approach,2003.0
48094,m kirtland,"technical report , microsoft systems journal , december 1997 , http",the com programming model makes it easy to write components in any language,
48095,t imielinskiandw,"proc . acmsigmod int . conf . management of data ,","lipski , \ \ incompleteinformationanddependenciesinrelational databases",
48096,am da silva,,toward a revised beaufort equivalent scale,
48097,"bv cherkassky , av goldberg",,shortest paths algorithms : theory and experimental evaluation,
48098,"t takken , j van der net , pj helders","cochrane database syst rev ,",methotrexate for treating juvenile idiopathic arthritis,2001.0
48099,"jp minadeo , ba karaman","journal of emergency medicine ,",headache : cortical vein thrombosis and response to anticoagulation-infusion of alteplase,1999.0
48100,"m komacker , c mohan , j hellerstein","proc . of sigmod ,",concurrency and recovery in generalized search trees,
48101,"e koshy , ak ganguly",,organic materials in the marine environments and their interactions with some metal ions,1969.0
48102,"e servan-schreiber , j wolfers , dm pennock , b","electronic markets ,",prediction markets : does money matter ?,2004.0
48103,"fd smith , fh campos , f jeffay","proc . of acm sigmetrics ,",why the web,
48104,sk kenue,"procs ofspie-mobile robots viii ,",correction ofshadow artifacts forvision-based vehicle guidance,
48105,p des internationalen oderprojekts,,die belastung der oder,
48106,m maskow,"new directions for adult and continuing education ,",radio as a learning technology,2000.0
48107,"b ives , mh olson","management science ,",user involvement and mis success : a review of research,1984.0
48108,"ml den besten , t stutzle , m dorigo","proceedings of evostimâ ?? 01 ,",design of iterated local search algorithms : an example application to the single machine total,
48109,p navrat,"information and software technology ,",closer look at programming expertise : critical survey of some methodological issues,1996.0
48110,pm king,"new directions for teaching and learning ,",learning to make reflective judgments,2000.0
48111,"r balzer , d dyer","proc . 8th int . vldb conf ,","fehling , and saunders , â ?? specification based computing environments , â ??",
48112,lr cohen,"new directions for adult and continuing education ,","i ai n't so smart , and you ai n't so dumb : personal reassessment in transformative learning",1997.0
48113,r peet,"economic geography ,",relations of production and the relocation of united states manufacturing industry since 1960,1983.0
48114,b sundgren,"vldb surveys ,",data base design in theory and practice - towards an integrated methodology,1978.0
48115,rr tianzhang,"acm sigmod conference on management of data ,",mironlivny . birch : an efficient data clustering method for very large databases,
48116,"c serveau , g lalmanach , i hirata , j scharfstein ,","european journal of biochemistry ,","discrimination of cruzipain , the major cysteine proteinase of trypanosoma cruzi , and mammalian",1999.0
48117,h van heck,,eps-2002-011-lis,
48118,"l gh , t mj , l ri",,"fj , & tokunaga , rieke",1980.0
48119,m labovitz,"proc . acm sigcomm ,","jahanian , â ?? internet routing instability , â ??",
48120,"j fridrich , m goljan , d soukal",,perturbed quantization steganography with wet paper codes,
48121,a blum,"proceedings of the international conference on very large & hellip ; ,",microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap,1999.0
48122,"sw carter , dde long","computer networks ,",improving bandwidth efficiency of video-on-demand servers,1999.0
48123,"p tucker , d maier , t sheard , l fegaras",,punctuating continuous data streams,
48124,"s shenker , d clark",proc . acm,observations on the dynamics of a congestion control algorithm : the effects of two-way traffic,
48125,d kruglinski,,inside visual c++,1996.0
48126,jm carro,,estimating dynamic panel data discrete choice models with fixed effects,2004.0
48127,"m greenberg , a isserman , d krueckeberg , k lowrie ,","applied geography ,","socioeconomic impacts of us nuclear weapons facilities : a local-scale analysis of savannah river ,",1998.0
48128,"w mulak , d wawrzak","fizykochemiczne problemy mineralurgii ,",lugowanie siarczku niklu ( nis ) w roztworach soli zelaza ( iii ),1995.0
48129,"m spreng , m fuchs , a grazebrook","electronic engineering ,",rapid prototyping for automotive systems development,1996.0
