item_code,brand_name,cost,sector,name,model_identifier
21381,hammermill,59.49,computers accessories,paper grt we3hp ltr20 rcy,86702
21382,panasonic,187.54,cordless telephones,panasonic kx-tg9392t 2-line corded cordless phone with answering system metallic black 2 handsets,kx-tg9392t
21383,lexmark,139.99,printer ink toner,original lexmark 12a5840 10000 yield black toner cartridge - retail,
21384,blackberry,,computers accessories,otterbox rbb4-9100s-44-c5otr blackberry pearl 9100 limited edition pink commuter strength case,
21385,lepai,27.8,component amplifiers,lepai tripath ta2020 class-t hi-fi audio amplifier,
21386,lenovo,34.58,chargers adapters,lenovo 65w ultraport ac adapter,40y7696
21387,kodak,60.58,point shoot digital cameras,kodak easyshare sport c123 12 mp waterproof digital camera with 2.4-inch lcd - blue new model,1564194
21388,jvc,,coaxial speakers,jvc cs-hx748 6.75 4-way coaxial speakers 310w mx,cshx748
21389,htc,7.49,faceplates,htc mytouch 4g slide accessory - green hawaii hibiscus flower butterflies design protective hard case cover for tmobile,
21390,garmin,199.84,portable vehicle gps,garmin n vi 1490lmt 5-inch bluetooth portable gps navigator with lifetime map traffic updates,010-00810-02
21391,fellowes,15.99,power strips,fellowes 6-outlet strip 15 feet,99026
21392,elmer 's,20.75,microphones accessories,elmer s e1322 - glue-all white glue repositionable 4 oz,
21393,dixie,26.12,audio video accessories,dxeth517 - heavyweight plastic teaspoons,
21394,dell,479.99,laptops,dell inspiron i15r-526mrb 15.6-inch laptop mars black,i15r-526mrb
21395,oki data,131.99,laser printer toner,cyan toner type c14 8k for c830 series,44059111
21396,coby,5.01,headphones,coby isolation stereo earphones with volume control cve91blk black,cve91blk
21397,coby,10.99,storage presentation materials,coby 1.8-inch digital tft lcd photo keychain dp180blk black,dp180blk
21398,buddy,199.36,monitor arms stands,buddy products euroflex standup fixed height workstation 19.625 x 44.25 x 29.5 inches charcoal and silver 6438-36,6438-36
21399,avery,,office electronics,avery 16332 - notetabs-notes tabs and flags in one cool blue cool green three inch 6 pack,
21400,adesso,42.99,keyboard mouse combos,adesso mini black usb keyboard with glidepoint touchpad,ack-540ub
21401,vistablet,102.04,graphics tablets,vt 12-inch touch screen graphic pen tablet white,vistablet12
21402,tombow,24.49,storage presentation materials,tombow 68615 - widetrac correction tape non-refillable 1 3 x 236 3 pack,
21403,targus,29.55,bags cases,targus citylite top-loading case designed for 16 inch laptops tbt050us black with grey accents,tbt050us
21404,super talent,16.45,usb flash drives,super talent pico-c 8 gb usb 2.0 flash drive stu8gpcs silver,stu8gpcs
21405,chief,62.82,computer monitor mounts,single swing arm wall mount,fws110b
21406,sennheiser,99.99,headsets microphones,sennheiser pc 166 binaural multimedia gaming headset with noise-canceling microphone,pc 166
21407,olympus,19.31,cases bags,olympus 260322 olympus premium case pen black,260322
21408,mayline,232.56,,napoli nbdgl left hand bridge,
21409,da-lite screen,28.12,tv mounts,da-lite mounting brackets model no. 23 - wall mount bracket - 2 pack 40933,40933
21410,da-lite,,audio video accessories,da-lite advance cm-cap - mounting component ceiling plate for projector,cm-cap
21411,lifeworks,47.8,camcorders,hd camcorder - red,lw-dv316fr
21412,bower,1.35,lens accessories,bower hqacapkpr bower capkeeper with elastic,ck501
21413,booq,28.95,cases sleeves,booq boa skin xs neoprene sleeve for ipad black,bskxs-blr
21414,oem systems company,51.0,computers accessories,black iphone 4 4g lcd touch digitizer screen assembly,
21415,best-rite,37.64,audio video accessories,bdu17004bdua - 3-n-1 dry erase board,
21416,smc,51.84,car audio video,barricade n draft 11n wirele,smcwbr14s-n3
21417,balt,,printers,balt 89880 - flipper training table top rectangular 72w x 24d mahogany,
21418,sharp,120.0,office electronics,atrend-bbox a312-10cp b box series subwoofer boxes for ford vehicles dual mustang convertible or,
21419,altec lansing,49.99,speaker systems,altec lansing m202 altec lansing dual-charging ipod dock,m202
21420,aleratec,248.66,cd-r discs,aleratec 110120 lightscribe duplicator grade cd-r 600 pack,110120
21421,general electric,24.99,speaker mounts,ge 70567 speaker mounting brackets black,70567
21422,3m,11.88,presentation remotes,3m mp 180 pocket projector remote control,mp 180 remote control
21423,lexmark,,printer ink toner,12a6830 black lexmark laser toner cartridge,
21424,d-link,65.49,surveillance cameras,d-link dcs-930l mydlink-enabled wireless n network camera,dcs-930l
21425,digipower,23.08,camera batteries,digipower pgr-cxt rechargeable battery pack grip for canon digital rebel xt xti slr cameras,pgr-cxt
21426,deflect-o,,hard drive enclosures,deflect-o 590301 - slanted desk sign holder plastic 5 x 7 clear,
21427,jwin,10.91,wall chargers,compact usb ac power charger,iad116blk
21428,chief,100.99,tv mounts,chief msmu fusion universal micro-adjustable fixed wall mount for 26-47 inch displays,msmu
21429,slik,11.95,filters,sunpak cf-7051 cp circular polarized filters 37mm,cf-7051 cp
21430,canon,12.67,battery chargers,canon cb-2la battery charger for canon nb-8l li-ion batteries,cb-2la
21431,cables to go,15.15,component video,cables to go - 29112 - 3ft velocity rca component video cable blue,29112
21432,buffalo technology,298.99,computers accessories,buffalo technology linkstation duo 4 tb 2 x 2 tb network attached storage ls-wx4 .0 tl r1,ls-wx4 .0 tl/r1
21433,intuit,123.0,gps mapping software,new-quicken 2011 home business - iticd02873wi,
21434,lexmark,146.97,computer accessories,new-18c2249 36xl 37xl high-yield ink 500 page-yiel case pack 1 - 513676,
21435,lapsaver neo,28.52,touch screen tablet accessories,neon lapsaver large 14 -16 - smoke,ln16a
21436,nec,687.92,tvs,nec multisync p221w-bk-sv - lcd display - tft - 22 - widescreen - 1680 x 1050 60 hz - 300 cd m2 - 1000 1 - 8 ms - 0.282 mm - dvi-d vga - black - with spectraviewii color calibration solution,p221w-bk-sv
21437,motorola,18.45,computers accessories,new motorola hk202 bluetooth headset lightweight and stable truecomformt design for the best fit,
21438,microsoft,12.88,mice,microsoft comfort mouse 3000 s9j-00001,s9j-00001
21439,metra,52.24,dash mounting kits,metra 99-5716 dash kit for taurus sable 00-03 kit with harness,99-5716
21440,maximalpower,6.69,camera batteries,maximalpower db fuj np50 rechargeable li-ion battery for fuji np50 pentax dli-68 kodak klic7004 zi8,db fuj np50
21441,smartbuy,3.19,,matic grip mechanical 2 pencil - 0.7 mm medium - 5 pack - scantron certified - colors are green yellow red blue and black,
21442,looxcie,149.0,accessories,looxcie lx2 wearable video cam bluetooth headset - retail packaging - black,lx2
21443,da-lite,285.95,projection screens,da-lite picture king with keystone eliminator - projection screen keystone eliminator - 1 1 - silver matte,with keystone eliminator
21444,da-lite,,computer monitor mounts,da-lite advance hardware kit a-111 unistrut - mounting kit,hardware kit a-111 unistrut
21445,lexmark,37.93,printer ink toner,lexmark 32 33 twin pack ink cartridges 18c0532,18c0532
21446,lexmark,23.36,inkjet printer ink,lexmark oem 36 black inkjet cartridge,
21447,lenovo,38.08,memory,lenovo - memory - 1 gb - dimm 240-pin - ddr2 - 800 mhz pc2-6400 - cl6 - unbuffered - non-ecc,41u2977
21448,kodak,17.99,inkjet printer ink,kodak color ink cartridge 8946501,8946501
21449,kingston,34.95,computers accessories,kingston kth-zd8000a 2g 2gb ddr2 ram pc2-4200 200-pin laptop sodimm,
21450,just mobile,42.3,audio car mounts,just mobile encore stand for ipad silver,st-858
21451,innovera,,battery chargers,innovera 99546 - high-gloss photo paper 4 x 6 100 sheets pack,
21452,inland,10.85,memory card readers,inland pro usb 2.0 multiple card reader writer 08309 black,8309
21453,iluv,4.87,cases,iluv silicone case for ipod nano 5g pink,icc302pnk
21454,ifrogz,29.18,headphones,ifrogz 7067-ermn earpollution ronin headphones midnight,7067-ermn
21455,hp,,laser printer toner,hp laserjet 24x black cartridge in retail packaging q2624x,q2624x
21456,hp,,printer ink toner,hp laserjet 35a black cartridge in retail packaging cb435a,cb435a
21457,hp,24.95,inkjet printer ink,hp 564 ink cartridge in retail packagings combo pack,cd994fn # 140
21458,hp,,inkjet printer ink,hp 940 yellow ink cartridge in retail packaging c4905an 140,c4905an # 140
21459,hp,104.95,inkjet printer ink,hp 940xl 4-pack set black cyan magenta yellow for hp 940xl 940 for use in hp officejet pro 8000 all in one 8500 premier,
21460,hi-capacity,49.95,batteries,high-capacity b-5997 laptop battery for hp compaq presario v3000 v6000 pavilion dv2000t and 417066-001 black,b-5997
21461,hello kitty,14.99,mouse pads,hello kitty black purple mouse pad with wrist rest,74709k
21462,asus,88.81,computers accessories,asus radeon hd 5670 graphics card pci express 2.1 x16 512 mb gddr5 sd ram 2560 x 1600 eah5670 di 512md5 v2,eah5670/di/512md5 / v2
21463,emerson,8.78,corded telephones,emerson em 2516 slimline phone with 70-number caller id memory,em 2516
21464,electrified,155.0,,electrified sp-lamp-lp5f replacement lamp with housing for infocus projectors,sp-lamp-lp5f
21465,edge,32.49,memory,edge - memory - 4 gb - so dimm 204-pin - ddr3 - 1066 mhz pc3-8500 - unbuffered - non-ecc,pa3677u-1m4g-pe
21466,royal,152.29,accessories supplies,ecr w smaller cash register,
21467,dymo,11.86,labeling tapes,dymo labelwriter visitor management label name badge adhesive white 2-1 8 x 2-3 4 320 per pack,30324
21468,panasonic,139.84,laser printer toner,drum unit for laser multi-function printers,kx-fad452
21469,d-link,27.84,computer accessories,d-link du-520 5-port usb 2.0 pci adapter,du-520
21470,xerox,187.41,printer ink toner,xerox printers imaging unit phaser 6120 108r00691,108r00691
21471,wintec,6.99,mice,wintec filemate imagine series m1210 usb mini mouse - telemagenta with white 3fmnm1210umg-r,3fmnm1210umg-r
21472,western digital,91.99,powerline network adapters,western digital wd livewire powerline av network kit,wdbaby0000nbk-nesn
21473,wausau,10.48,,wausau paper astrobrights 8 1 2 x 11 inch 65 lb cosmic orange cardstock 250 sheets 22851,22851
21474,vivitar,39.95,point shoot digital cameras,vivitar vivicam 5.1 mp 2.4 in . lcd digital camera in purple,v5024purple
21475,videosecu,25.0,tv mounts,videosecu ultra thin tilt tv wall mount for 30 to 55 lcd led plasma tv flat panel screen low profile mounting bracket mp16b a34,mp16b
21476,mpi,12.68,accessories supplies,vga usb a type to m1-a p d 28awg cable - 12ft,m1-pv-usb-012g
21477,verbatim,43.24,blank media,verbatim premium 32 gb sdhc flash memory card class 6 96871,96871
21478,verbatim,36.99,usb flash drives,verbatim 32 gb usb 2.0 flash drive 97408 blue,97408
21479,verbatim,29.99,bd-r discs,verbatim 97090 25 gb 2x blu-ray single-layer recordable disc bd-r lth low to high 20-disc spindle,97090
21480,verbatim,12.99,dvd-r discs,verbatim 95101 4.7 gb up to 16x branded recordable disc dvd-r 50-disc spindle,95101
21481,verbatim,23.5,cd-r discs,verbatim 52x cd-r media 95252,verbatim 95252
21482,v7,9.51,cables interconnects,v7 vga extender hd-15 male to hd-15 female cable black 10 feet,v7-vga025-10
21483,toshiba,212.94,disc players recorders,toshiba dvr670 dvr670ku dvd vhs recorder with built in tuner black,dvr670
21484,tenba,,cases bags,tenba 638-641 mixx large top load black black,638-641
21485,sony,108.0,tripod monopod accessories,sony vct-80av remote control tripod for use with compatible sony camcorders,vct-80av
21486,sony,11.99,adapters,sony fashc1am b accessory shoe cap for sony alpha digital slr camera silver,fashc1am/s
21487,smead,41.79,,smead 34215 - heavyweight folders two fasteners end tab letter 14 point manila 50 box,
21488,sandisk,15.79,usb flash drives,sandisk 8gb cruzer micro skin flash drive,sdcz4-8192-a11
21489,samsung,130.99,printer transfer units,samsung image transfer unit clp-500rt see,clp-500rt / see
21490,sakar,48.46,camcorders,sakar 32072 crayola digital camcorder purple,32072
21491,rocstorage,149.99,,1tb rocpro 850 fw800 usb esata 7200 rpm 32mb free carrying case,g222p2-01
21492,usom,139.95,video projectors,replacement projector tv lamp elplp34 v13h010l34 for epson emp 62 emp 62c emp 63 emp 76c emp 82 emp 82c emp x3 projectors tvs,elplp34
21493,compatible,5.73,inkjet printer ink,premium compatible hp 14 black ink cartridge remanufactured c5011d .,
21494,pny,14.99,blank media,pny 4gb class 4 purple sd card,p-sdhc4g4-ef / purple
21495,pioneer,99.59,car stereos,pioneer gex-p10hd hd radio tuner for pioneer hd radio-ready head units,gexp10hd
21496,philips,18.99,hdmi cables,philips swv3432w 17 high speed hdmi cable 6 feet,swv3432w/17
21497,pentel,12.96,shredders,pentel r.s.v.p. rt retractable ball point pen med pt blue,
21498,panasonic,172.26,cordless telephones,panasonic kx-tg9382t 2-line expandable digital cordless phone with answering system metallic black 2 handsets,kx-tg9382t
21499,premiertek,34.64,networking products,outdoor omnidirectional antenna - 10 dbi - n-type,ant-omni-10dbi
21500,olympus,,cases bags,olympus slim leather case for olympus stylus 710 720sw 730 fe-180 and fe190 dark brown,202086
21501,ocz,484.99,computer components,ocz technology revodrive series 220 gb pci express x2 4 gb-s slim solid state driveoczssdpx-1rvdx0220,oczssdpx-1rvdx0220
21502,zalman,66.75,computers accessories,notebook cooler black nc2500 plus with 2.5 in hdd enclosure,nc2500 plus
21503,lg,,tvs,lg 42lk450 42-inch 1080p 60 hz lcd hdtv,42lk450
21504,ihip discovery,6.69,headphones,ihip mlf10169phl mlb philadelphia phillies printed ear buds blue red,mlf10169phl
21505,hp,102.12,laser printer toner,hp q6000a q6001a q6002a q6003a compatible remanufactured combo pack for color laserjet 1600 2600,
21506,genuine joe,37.4,,gjo01013 - trash can liner 31-33 gallon .6 mil 33x39 250 bx clear,
21507,edge,39.72,usb flash drives,edge edgdm-214944-pe diskgo 32 gb usb 2.0 flash drive,edgdm-214944-pe
21508,seeedstudio,199.0,,dso quad - 4 channel digital storage oscilloscope,
21509,coby,26.98,,coby dvd209blk ultra-compact dvd player black,dvd209blk
21510,chief,359.2,monitor arms stands,chief pts-2321 - stand for plasma panel - steel - black wrinkle - table-top,pts-2321
21511,chief,163.04,tv mounts,chief ltmu - fusion series micro-adjustable universal tilt wall mount for 37 - 63 screens w controlzone,ltmu
21512,casio,80.92,audio video accessories,cash register with 58mm therm prnt 5 dpt key 20 dpt withshift cust disp,pcr-t280
21513,bic,0.99,audio video accessories,bic cristal medium ball point pen black ink - bic msp-21bk,
21514,audiovox,3.06,connectors adapters,rg-6 f connector,vh5910x
21515,atrend,78.68,subwoofer boxes and enclosures,atrend e12dv b box series 12-inch dual vented enclosure with divided chambers,e12dv
21516,ampad,7.58,audio video accessories,amp26251 - composition book graph ruled 5x5 80 sheets green cover,
21517,a-data,29.5,usb flash drives,adata s805 16 gb usb flash drive as80516gcrd red,as80516gcrd
21518,3m,149.99,air purifiers,3m office air cleaner replacement filter,oac100
21519,hannspree,,monitors,22 widescreen lcd display - 1920 x 1080 - 1000 1 active matrix tft lcd,ip221dbb
21520,keytronicems,15.75,keyboards,104key ps2 keyboard black large l-shaped enter key,kt400p2
