record_id,pub_authors,yr_published,pub_forum,paper_name
63701,m stonebrakerâ ? ¦,,"conference on management of data ,",june 1990
63702,"j yoon , m liu , b noble",2003.0,"proceedings of mobicom ,",sound mobility models
63703,j pelc,2002.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,",static three-dimensional modelling of pneumatic tyres using the technique of element overlaying
63704,"e rundensteiner , h kuno , y ra , v crestana-taube , m",1996.0,,"p. marron the multiview project : object-oriented view technology and applications , acm sigmod intl. ."
63705,paxver causes,,,33 34 pax vobiscum . it all the time till the worn body was laid in the grave . but the inner life was
63706,"q zheng , g mohan",2003.0,"computer networks ,",dynamic protection using integrated-routing approach in ip-over-wdm networks
63707,"a brooks , ke watkins",1994.0,"new directions for adult and continuing education ,",a new era for action technologies : a look at the issues .
63708,"t murkherjee , ab copperman , t rosen",,"& hellip ; medicine , seattle , washington , usa ,",low day three lh in the presence of a normal baseline fsh predicts a poor response to controlled
63709,"ao mendelzon , ga mihaila",,,querying partially sound and complete data sources
63710,ro brinkerhoffâ ? ¦,1989.0,"new directions for program evaluation ,",evaluating training programs in business and industry
63711,"c francalanci , a fuggetta",1997.0,"information and software technology ,",integrating conflicting requirements in process modeling : a survey and research directions
63712,"h bourlard , s dupont",,,a new asr approach based on independent processing and recombination of partial frequency bands
63713,"n guarino , c welty",2000.0,"lecture notes in computer science ,",a formal ontology of properties
63714,"e tyler , f watkin",,"phil . mag ,",experiments with capillary jets
63715,"a elmagarmid , y leu",,proceedings of the conference on very large,"y. , w. litwin , and m. rusinkiewicz :\ \ a multidatabase transaction model for interbase"
63716,,,,adaptive markov control processes
63717,me fayad,2002.0,"communications-acm ,",thinking objectively . how to deal with software stability
63718,"m soininen , h bã $ ck",,"i : sou ,","invandrare som medborgare , vã $ ljare och politiker"
63719,"r focardi , r gorrieri",,submitted for,analysis of authentication protocols using non-interference
63720,"b smyth , p cotter",1999.0,"lecture notes in computer science ,","surfing the digital wave : generating personalised tv listings using collaborative , case-based"
63721,g chasparis,2001.0,,"design of servomechanism control system with friction compensation , â ? cents ( in greek ) , master 's thesis"
63722,cj zappa,,"& hellip ; laboratory , university of washington , seattle , washington ,",test of ophir calibration bucket using infrared imagery
63723,ma sosa,,"proc world cotton res . conf.â ?? 2 , athens , greece , september ,",capture of alabama argillacea hã 1/4 bner adults with black light traps
63724,st shenoy,,"proceedings of acmsigmod conference management of data ,","ozoyuglu , â ?? a system for semantic query optimizationâ ??"
63725,ma fath-alla,,,mapping with fuzzy closed graph and strongly fuzzy closed graph
63726,"v singh , s vinnicombe",,"unpublished manuscript ,",index of female directors on the top 100 company boards 2001
63727,"s hartley , j gerhardt-powals , d jones , c mccormack",1996.0,"acm sigcue outlook ,",enhancing teaching using the internet : report of the working group on the world wide web as an
63728,"h balakrishnan , m balazinska , d carney , u",2004.0,"the vldb journal the international journal on very large & hellip ; ,",retrospective on aurora
63729,"d zappala , v lo , c gauthierdickey",2004.0,"computer networks ,",the multicast address allocation problem : theory and practice
63730,"c conati , as gertner , k vanlehn , mj druzdzel",1997.0,"courses and lectures-international centre for mechanical & hellip ; ,",on-line student modeling for coached problem solving using bayesian networks
63731,"vm spitzer , dg whitlock",,,"atlas of the visible human male ( sudbury , ma : jones and bartlett publishers ) ( 1998 )"
63732,dm fatovich,1993.0,"journal of emergency medicine ,",electric shock in pregnancy
63733,rp swale,2001.0,"bt technology journal ,",voipâ ?? panacea or pig 's ear ?
63734,"rr horner , c horner",,"alaska marine lines , seattle , washington ,","design , construction , and evaluation of a sand filter stormwater treatment system , part ii ,"
63735,r cionni,,"san diego : ascrs ,",color perception testing of blue-light filtering iols using the fm-100 test
63736,"j cong , ks leung , d zhou",,"proc . acm/ieee dag ,",iiperformance-driven interconnect design based on distributed rc delay modelâ ??
63737,"h sasaki , y sakaki , y takagi , k sahashi , a",1985.0,"lancet i ,",presymptomatic diagnosis of heterozygosity for familial amyloidotic polyneuropathy by recombinant
63738,"acms disc , acms anthology , p edition",,,selectivity estimation in extensible databases-a neural network approach .
63739,"y annims , t sellis",,"proceedings of the acm sigmod interns tmna ,",conflict resolution of rules asslgnmg values to virtual attributes
63740,ts schueler,,,dec. 1995 . site planning for urban stream protection . metropolitan washington council of governments
63741,"a rosenthal , m winslett",2004.0,"proceedings of the international conference on very large & hellip ; ,",security of shared data in large systems : state of the art and research directions
63742,a shaw,,"mit , laboratory for computer",implementing data-parallel softwaa'e on dataflow hardware . master 's thesis
63743,"cpc lee , gh golub , sa zenios",,"technical report , stanford university ,",partial state space aggregation based on lumpability and its application to pagerank
63744,"jr cooper , jw loram",1996.0,"j. phys . i france ,",some correlations between the thermodynamic and transport properties of high t $ \ \ mathsf { _ { \ \ rm c } }
63745,c sliwa,,,java standard switch : will new process ease cross-platform compatibility ?
63746,km kash,,"genetic predisposition to cancer ,",psychological distress associated with genetic breast cancer risk
63747,"g schrom , s selberherr",,,ultra-low-power cmos technologies
63748,"af wright , aj leadbetter",,"phil . mag ,",the structures of the î ² - cristobalite phases of sio 2 and alpo 4
63749,"a hernandez , o basset , a bremond , ie magnin , j",1998.0,"information and software technology ,",comx : a design methodology using communicating x-machines
63750,"m theall , j franklin",2000.0,"new directions for teaching and learning ,",creating responsive student ratings systems to improve evaluation practice
63751,"m gerla , k xu",2003.0,"sigmod record ,",multimedia streaming in large-scale sensor networks with mobile swarms
63752,"m levy , p powell",2003.0,"electronic markets ,",exploring sme internet adoption : towards a contingent model
63753,a svensson,,submitted for,the mathematical model formalism
63754,ja valaoritis,1902.0,,"the history of the national bank of greece , 1842-1902"
63755,jl hubbard,2003.0,,teacher perceptions regarding truancy : causes and early intervention strategies
63756,jr chambers,,"superior publ . co. , seattle , washington ,",arctic bush mission
63757,"ms bugarin , r ellery jr , v gomes , a teixeira",2002.0,"unpublished manuscript ,",the brazilian depression in the 1980s and 1990s
63758,"ar bharambe , m agrawal , s seshan",,,mercury : supporting scalable multi-attribute range queries
63759,m mclean,,"isbn ,","directionally solidified materials for high temperature service , the metals society , london"
63760,"tk gaisser , jw bieber , ra burger , r engel , s",1999.0,"proc . of the 26th int . cosmic ray conf ,",antiprotons in the galaxy
63761,"d boneh , x boyen",2004.0,"lecture notes in computer science ,",short signatures without random oracles
63762,ts eliot,1968.0,,"notes toward the definition of culture , christianity and culture"
63763,"de frantz , r fã?ssler , cs tomooka , em carreira",2000.0,"acc . chem . res ,",the discovery of novel reactivity in the development of cc bond-forming reactions : in situ
63764,"t kasser , rm ryan",1993.0,"journal of personality and social psychology ,",a dark side of the american dream : correlates of financial success as a central life aspiration
63765,w doyle,,"classroom management ,",making managerial decisions in classrooms
63766,"c park , j lim , k kwon , j lee , sl min",2004.0,"proceedings of the fourth acm international conference on & hellip ; ,",compiler-assisted demand paging for embedded systems with flash memory
63767,"m krstic , i kanellakopoulos , p kokotovic",1995.0,,nonlinear and adaptive control design
63768,"j proulx , m st-yves , a mckibben",,"unpublished manuscript ,",cqsa : computerized questionnaire for sexual aggressors
63769,"mm yeung , bl yeo , w wolf , b liu",1995.0,"proc . spie ,",video browsing using clustering and scene transitions on compressed sequences
63770,"t mitamura , e nyberg , k baker , d svoboda , e",,,the kantoo mt system : controlled language checker and knowledge maintenance tool
63771,j singh,,management,collaborative networks as determinants of knowledge diffusion patterns
63772,"s kobayashi , k nomizu",,"interscience , new york ,","foundations of differential geometry , vol . i"
63773,"ak wright , bf duba",1993.0,"unpublished manuscript ,",pattern matching for scheme
63774,"mw suh , mb shim , ms kim , sk hong",2003.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,",multidisciplinary design optimization of engine mounts with consideration of the driveline
